match_id,bowler,inning,batting_team,total_bowler_runs,maiden,economy,overs,wickets,venue,catch,Direct_runout,Indirect_runout,Stumping,lbw/bowled,fp_points,fp_avg,opp_avg,ven_avg,inn_avg,run_avg,eco_avg,maiden_avg,wicket_avg,over_avg,Points
1,P Kumar,1,Kolkata Knight Riders,38,0,9.5,4,0,M Chinnaswamy Stadium,1,0,0,0,0,8,0,8,8,8,38,9.5,0,0,4,9
1,I Sharma,2,Royal Challengers Bangalore,7,0,2.333333333,3,1,M Chinnaswamy Stadium,0,0,0,0,1,39,0,39,39,39,7,2.333333333,0,1,3,10
1,AB Agarkar,2,Royal Challengers Bangalore,25,0,6.25,4,3,M Chinnaswamy Stadium,0,0,1,0,0,87,0,87,87,87,25,6.25,0,3,4,9.5
1,AB Dinda,2,Royal Challengers Bangalore,9,0,3,3,2,M Chinnaswamy Stadium,0,0,0,0,1,64,0,64,64,64,9,3,0,2,3,10
1,Z Khan,1,Kolkata Knight Riders,38,0,9.5,4,1,M Chinnaswamy Stadium,0,0,0,0,0,25,0,25,25,25,38,9.5,0,1,4,9
2,S Sreesanth,1,Chennai Super Kings,35,0,11.66666667,3,0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,-4,0,-4,-4,-4,35,11.66666667,0,0,3,8.5
2,WA Mota,1,Chennai Super Kings,24,0,12,2,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,21,0,21,21,21,24,12,0,1,2,8.5
2,M Muralitharan,2,Kings XI Punjab,33,0,8.25,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,25,0,25,25,25,33,8.25,0,1,4,9
2,P Amarnath,2,Kings XI Punjab,42,0,10.5,4,1,"Punjab Cricket Association Stadium, Mohali",1,0,0,0,0,31,0,31,31,31,42,10.5,0,1,4,8.5
2,MS Gony,2,Kings XI Punjab,42,0,10.5,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,23,0,23,23,23,42,10.5,0,1,4,8.5
2,B Lee,1,Chennai Super Kings,35,0,8.75,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,25,0,25,25,25,35,8.75,0,1,4,9
3,MM Patel,2,Delhi Daredevils,25,0,8.333333333,3,0,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,25,8.333333333,0,0,3,9
3,SK Warne,2,Delhi Daredevils,16,0,8,2,0,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,16,8,0,0,2,9
3,SK Trivedi,2,Delhi Daredevils,32,0,10.66666667,3,0,Feroz Shah Kotla,0,0,0,0,0,-2,0,-2,-2,-2,32,10.66666667,0,0,3,8.5
3,D Salunkhe,2,Delhi Daredevils,11,0,11,1,0,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,11,11,0,0,1,8.5
3,B Geeves,1,Rajasthan Royals,41,0,10.25,4,1,Feroz Shah Kotla,1,0,0,0,0,31,0,31,31,31,41,10.25,0,1,4,8.5
3,GD McGrath,1,Rajasthan Royals,21,1,5.25,4,1,Feroz Shah Kotla,0,0,0,0,0,41,0,41,41,41,21,5.25,1,1,4,10
4,M Kartik,1,Deccan Chargers,17,0,4.25,4,4,Eden Gardens,1,0,0,0,0,122,0,122,122,122,17,4.25,0,4,4,10
4,I Sharma,1,Deccan Chargers,9,1,3,3,1,Eden Gardens,0,0,0,0,0,43,39,43,43,43,8,2.666666667,0.5,1,3,10
4,PP Ojha,2,Kolkata Knight Riders,18,0,4.5,4,2,Eden Gardens,0,0,0,0,1,64,0,64,64,64,18,4.5,0,2,4,10
4,AB Dinda,1,Deccan Chargers,18,0,6,3,1,Eden Gardens,1,0,0,0,0,35,64,35,35,35,13.5,4.5,0,1.5,3,9.5
4,RP Singh,2,Kolkata Knight Riders,15,0,5,3,1,Eden Gardens,0,0,0,0,0,31,0,31,31,31,15,5,0,1,3,10
4,AB Agarkar,1,Deccan Chargers,19,0,9.5,2,2,Eden Gardens,0,0,0,0,0,50,87,50,50,50,22,7.875,0,2.5,3,9
4,WPUJC Vaas,2,Kolkata Knight Riders,9,0,3,3,2,Eden Gardens,0,0,0,0,1,64,0,64,64,64,9,3,0,2,3,10
5,DS Kulkarni,2,Royal Challengers Bangalore,19,0,6.333333333,3,1,Wankhede Stadium,0,0,0,0,0,27,0,27,27,27,19,6.333333333,0,1,3,9.5
5,Z Khan,1,Mumbai Indians,17,0,4.25,4,4,Wankhede Stadium,1,1,0,0,1,142,25,142,142,83.5,27.5,6.875,0,2.5,4,10
5,R Vinay Kumar,1,Mumbai Indians,41,0,10.25,4,0,Wankhede Stadium,0,0,0,0,0,-2,0,-2,-2,-2,41,10.25,0,0,4,8.5
5,A Nehra,2,Royal Challengers Bangalore,45,0,11.25,4,1,Wankhede Stadium,0,0,0,0,0,21,0,21,21,21,45,11.25,0,1,4,8.5
5,P Kumar,1,Mumbai Indians,29,0,7.25,4,1,Wankhede Stadium,0,0,0,0,0,25,8,25,25,16.5,33.5,8.375,0,0.5,4,9.5
5,Harbhajan Singh,2,Royal Challengers Bangalore,36,0,9,4,2,Wankhede Stadium,0,0,0,0,0,50,0,50,50,50,36,9,0,2,4,9
5,B Akhil,1,Mumbai Indians,17,0,5.666666667,3,2,Wankhede Stadium,0,0,0,0,0,54,0,54,54,54,17,5.666666667,0,2,3,9.5
6,S Sreesanth,2,Rajasthan Royals,38,0,9.5,4,1,Sawai Mansingh Stadium,0,0,0,0,0,25,-4,25,25,25,36.5,10.58333333,0,0.5,3.5,9
6,B Lee,2,Rajasthan Royals,35,0,8.75,4,1,Sawai Mansingh Stadium,0,0,0,0,0,25,25,25,25,25,35,8.75,0,1,4,9
6,D Salunkhe,1,Kings XI Punjab,21,0,10.5,2,1,Sawai Mansingh Stadium,0,0,0,0,0,23,0,23,23,23,16,10.75,0,0.5,1.5,8.5
6,SK Trivedi,1,Kings XI Punjab,25,0,6.25,4,2,Sawai Mansingh Stadium,0,0,0,0,1,60,-2,60,60,60,28.5,8.458333333,0,1,3.5,9.5
6,SK Warne,1,Kings XI Punjab,19,0,4.75,4,3,Sawai Mansingh Stadium,0,0,0,0,2,101,0,101,101,101,17.5,6.375,0,1.5,3,10
6,Pankaj Singh,1,Kings XI Punjab,12,0,12,1,0,Sawai Mansingh Stadium,0,0,0,0,0,0,0,0,0,0,12,12,0,0,1,8.5
6,WA Mota,2,Rajasthan Royals,12,0,12,1,0,Sawai Mansingh Stadium,0,0,0,0,0,0,21,0,0,0,18,12,0,0.5,1.5,8.5
6,MM Patel,1,Kings XI Punjab,36,0,9,4,2,Sawai Mansingh Stadium,0,0,0,0,1,58,0,58,58,58,30.5,8.666666667,0,1,3.5,9
7,PP Ojha,2,Delhi Daredevils,7,0,7,1,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,64,0,0,32,12.5,5.75,0,1,2.5,9.5
7,RP Singh,2,Delhi Daredevils,27,0,9,3,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,25,31,25,25,28,21,7,0,1,3,9
7,GD McGrath,1,Deccan Chargers,22,1,5.5,4,0,"Rajiv Gandhi International Stadium, Uppal",1,0,0,0,0,24,41,24,24,32.5,21.5,5.375,1,0.5,4,9.5
7,WPUJC Vaas,2,Delhi Daredevils,22,0,5.5,4,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,4,64,4,4,34,15.5,4.25,0,1,3.5,9.5
7,Mohammad Asif,1,Deccan Chargers,19,0,4.75,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,2,72,0,72,72,72,19,4.75,0,2,4,10
8,DS Kulkarni,1,Chennai Super Kings,25,0,8.333333333,3,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,1,33,27,33,33,33,22,7.333333333,0,1,3,9
8,VS Yeligati,1,Chennai Super Kings,16,0,16,1,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,16,16,0,0,1,8
8,Harbhajan Singh,1,Chennai Super Kings,14,0,7,2,0,"MA Chidambaram Stadium, Chepauk",0,1,0,0,0,14,50,14,14,14,25,8,0,1,3,9.5
8,P Amarnath,2,Mumbai Indians,57,0,14.25,4,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,1,27,31,27,27,29,49.5,12.375,0,1,4,8
8,MS Gony,2,Mumbai Indians,18,1,4.5,4,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,43,23,43,43,33,30,7.5,0.5,1,4,10
8,M Muralitharan,2,Mumbai Indians,40,0,10,4,2,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,48,25,48,48,36.5,36.5,9.125,0,1.5,4,9
8,MA Khote,1,Chennai Super Kings,29,0,9.666666667,3,2,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,50,0,50,50,50,29,9.666666667,0,2,3,9
8,A Nehra,1,Chennai Super Kings,35,0,8.75,4,2,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,50,21,50,50,50,40,10,0,1.5,4,9
9,MM Patel,1,Deccan Chargers,55,0,13.75,4,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,-6,29,-6,-6,26,38.66666667,10.36111111,0,0.666666667,3.666666667,8
9,D Kalyankrishna,2,Rajasthan Royals,30,0,10,3,1,"Rajiv Gandhi International Stadium, Uppal",1,0,0,0,0,31,0,31,31,31,30,10,0,1,3,8.5
9,D Salunkhe,1,Deccan Chargers,9,0,9,1,0,"Rajiv Gandhi International Stadium, Uppal",1,0,0,0,0,8,11.5,8,8,15.5,13.66666667,10.16666667,0,0.333333333,1.333333333,9
9,SK Trivedi,1,Deccan Chargers,37,0,12.33333333,3,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,-6,29,-6,-6,27,31.33333333,9.75,0,0.666666667,3.333333333,8.5
9,Pankaj Singh,1,Deccan Chargers,14,0,7,2,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,2,0,2,2,1,13,9.5,0,0,1.5,9.5
9,RP Singh,2,Rajasthan Royals,44,0,11,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,1,0,1,62,28,62,43.5,39.33333333,28.66666667,8.333333333,0,1.333333333,3.333333333,8.5
9,PP Ojha,2,Rajasthan Royals,23,0,11.5,2,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,-4,32,-4,-2,20,16,7.666666667,0,0.666666667,2.333333333,8.5
9,WPUJC Vaas,2,Rajasthan Royals,42,0,10.5,4,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,23,34,23,13.5,30.33333333,24.33333333,6.333333333,0,1,3.666666667,8.5
9,SK Warne,1,Deccan Chargers,47,0,11.75,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,46,50.5,46,46,73.5,27.33333333,8.166666667,0,1.666666667,3.333333333,8.5
10,VRV Singh,2,Mumbai Indians,40,0,10,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,23,0,23,23,23,40,10,0,1,4,9
10,MA Khote,1,Kings XI Punjab,22,0,11,2,0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,-2,50,-2,-2,24,25.5,10.33333333,0,1,2.5,8.5
10,DS Kulkarni,1,Kings XI Punjab,37,0,9.25,4,3,"Punjab Cricket Association Stadium, Mohali",2,0,0,0,0,95,30,95,95,64,27,7.972222222,0,1.666666667,3.333333333,9
10,Harbhajan Singh,1,Kings XI Punjab,32,0,8,4,4,"Punjab Cricket Association Stadium, Mohali",1,0,1,0,1,130,32,130,130,72,27.33333333,8,0,2,3.333333333,9.5
10,B Lee,2,Mumbai Indians,9,0,2.25,4,2,"Punjab Cricket Association Stadium, Mohali",0,1,0,0,0,68,25,68,46.5,46.5,26.33333333,6.583333333,0,1.333333333,4,10
10,A Nehra,1,Kings XI Punjab,22,0,7.333333333,3,2,"Punjab Cricket Association Stadium, Mohali",1,0,0,0,0,58,35.5,58,58,54,34,9.111111111,0,1.666666667,3.666666667,9.5
10,S Sreesanth,2,Mumbai Indians,31,0,7.75,4,2,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,50,10.5,50,23,37.5,34.66666667,9.638888889,0,1,3.666666667,9.5
11,AB Dinda,2,Chennai Super Kings,25,0,8.333333333,3,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,49.5,0,0,32,17.33333333,5.777777778,0,1,3,9
11,AB Agarkar,2,Chennai Super Kings,19,0,6.333333333,3,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,27,68.5,27,27,57,21,7.361111111,0,2,3,9.5
11,I Sharma,2,Chennai Super Kings,26,0,8.666666667,3,0,"MA Chidambaram Stadium, Chepauk",1,0,0,0,0,8,41,8,8,23.5,14,4.666666667,0.333333333,0.666666667,3,9
11,P Amarnath,1,Kolkata Knight Riders,29,0,7.25,4,2,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,50,29,50,38.5,50,42.66666667,10.66666667,0,1.333333333,4,9.5
11,M Muralitharan,1,Kolkata Knight Riders,12,0,3,4,0,"MA Chidambaram Stadium, Chepauk",1,0,0,0,0,14,36.5,14,31,14,28.33333333,7.083333333,0,1,4,10
11,MS Gony,1,Kolkata Knight Riders,40,0,10,4,2,"MA Chidambaram Stadium, Chepauk",0,0,0,0,1,56,33,56,49.5,56,33.33333333,8.333333333,0.333333333,1.333333333,4,9
11,M Kartik,2,Chennai Super Kings,33,0,11,3,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,-2,122,-2,-2,-2,25,7.625,0,2,3.5,8.5
12,P Kumar,2,Rajasthan Royals,42,0,14,3,1,M Chinnaswamy Stadium,0,0,0,0,0,19,16.5,19,13.5,19,36.33333333,10.25,0,0.666666667,3.666666667,8
12,MM Patel,1,Royal Challengers Bangalore,20,0,6.666666667,3,2,M Chinnaswamy Stadium,1,0,0,0,0,60,17.33333333,60,60,37.33333333,34,9.4375,0,1,3.5,9.5
12,Sohail Tanvir,1,Royal Challengers Bangalore,31,0,7.75,4,0,M Chinnaswamy Stadium,0,0,1,0,0,6,0,6,6,6,31,7.75,0,0,4,9
12,SK Warne,1,Royal Challengers Bangalore,23,1,5.75,4,2,M Chinnaswamy Stadium,0,0,0,0,0,66,49,66,66,71,26.25,7.5625,0.25,1.75,3.5,9.5
12,SK Trivedi,1,Royal Challengers Bangalore,29,0,7.25,4,1,M Chinnaswamy Stadium,0,0,0,0,0,25,17.33333333,25,25,26.33333333,30.75,9.125,0,0.75,3.5,9.5
12,Z Khan,2,Rajasthan Royals,24,0,6,4,1,M Chinnaswamy Stadium,0,0,0,0,0,27,83.5,27,26,27,26.33333333,6.583333333,0,2,4,9.5
12,R Vinay Kumar,2,Rajasthan Royals,15,0,7.5,2,0,M Chinnaswamy Stadium,0,0,0,0,0,0,-2,0,0,0,28,8.875,0,0,3,9
12,A Kumble,2,Rajasthan Royals,22,0,5.5,4,0,M Chinnaswamy Stadium,1,0,0,0,0,12,0,12,12,12,22,5.5,0,0,4,9.5
13,RP Singh,1,Mumbai Indians,15,1,3.75,4,2,Dr DY Patil Sports Academy,0,0,0,0,0,68,39.33333333,68,68,68,25.25,7.1875,0.25,1.5,3.5,10
13,D Kalyankrishna,1,Mumbai Indians,23,0,11.5,2,0,Dr DY Patil Sports Academy,0,0,0,0,0,-4,31,-4,-4,-4,26.5,10.75,0,0.5,2.5,8.5
13,A Nehra,2,Deccan Chargers,19,0,9.5,2,0,Dr DY Patil Sports Academy,0,0,0,0,0,0,43,0,0,10.5,30.25,9.208333333,0,1.25,3.25,9
13,DS Kulkarni,2,Deccan Chargers,8,0,8,1,0,Dr DY Patil Sports Academy,0,0,0,0,0,0,51.66666667,0,0,13.5,22.25,7.979166667,0,1.25,2.75,9
13,PP Ojha,1,Mumbai Indians,14,0,7,2,0,Dr DY Patil Sports Academy,2,0,0,0,0,18,20,18,18,18,15.5,7.5,0,0.5,2.25,9.5
13,DNT Zoysa,1,Mumbai Indians,30,0,7.5,4,1,Dr DY Patil Sports Academy,0,0,0,0,0,25,0,25,25,25,30,7.5,0,1,4,9.5
14,B Lee,1,Delhi Daredevils,33,0,8.25,4,1,"Punjab Cricket Association Stadium, Mohali",1,0,0,0,0,33,39.33333333,33,42,29,28,7,0,1.25,4,9
14,GD McGrath,2,Kings XI Punjab,29,0,7.25,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,1,33,32.5,33,33,33,24,6,0.666666667,0.666666667,4,9.5
14,VRV Singh,1,Delhi Daredevils,29,0,7.25,4,3,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,79,23,79,51,79,34.5,8.625,0,2,4,9.5
14,Mohammad Asif,2,Kings XI Punjab,39,0,9.75,4,2,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,50,72,50,50,50,29,7.25,0,2,4,9
14,S Sreesanth,1,Delhi Daredevils,25,0,12.5,2,0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,-6,23.66666667,-6,13.33333333,-5,32.25,10.35416667,0,0.75,3.25,8.5
15,B Akhil,1,Chennai Super Kings,34,0,8.5,4,0,M Chinnaswamy Stadium,0,0,0,0,0,0,54,0,0,27,25.5,7.083333333,0,1,3.5,9
15,P Amarnath,2,Royal Challengers Bangalore,38,0,9.5,4,2,M Chinnaswamy Stadium,0,0,0,0,0,50,36,50,50,36,41.5,10.375,0,1.5,4,9
15,P Kumar,1,Chennai Super Kings,29,0,7.25,4,2,M Chinnaswamy Stadium,0,0,0,0,0,50,17.33333333,50,25.66666667,27.66666667,34.5,9.5,0,1,3.75,9.5
15,DW Steyn,1,Chennai Super Kings,40,0,10,4,0,M Chinnaswamy Stadium,0,0,0,0,0,-2,0,-2,-2,-2,40,10,0,0,4,8.5
15,Z Khan,1,Chennai Super Kings,38,0,9.5,4,3,M Chinnaswamy Stadium,0,0,0,0,1,87,64.66666667,87,46.33333333,84.66666667,29.25,7.3125,0,2.25,4,9
15,MS Gony,2,Royal Challengers Bangalore,34,0,8.5,4,3,M Chinnaswamy Stadium,0,0,0,0,2,95,40.66666667,95,95,53.66666667,33.5,8.375,0.25,1.75,4,9
16,AB Agarkar,2,Mumbai Indians,23,0,5.75,4,1,Eden Gardens,0,0,0,0,0,29,54.66666667,29,39.5,47.66666667,21.5,6.958333333,0,1.75,3.25,9.5
16,M Kartik,2,Mumbai Indians,24,0,8,3,0,Eden Gardens,0,0,0,0,0,0,60,0,61,-1,24.66666667,7.75,0,1.333333333,3.333333333,9
16,AB Dinda,2,Mumbai Indians,12,0,3,4,1,Eden Gardens,0,0,0,0,1,39,33,39,37,34.33333333,16,5.083333333,0,1,3.25,10
16,I Sharma,2,Mumbai Indians,33,0,8.25,4,1,Eden Gardens,0,0,0,0,1,33,30,33,38,26.66666667,18.75,5.5625,0.25,0.75,3.25,9
16,CRD Fernando,1,Kolkata Knight Riders,41,0,10.25,4,1,Eden Gardens,0,0,0,0,0,23,0,23,23,23,41,10.25,0,1,4,8.5
16,DS Kulkarni,1,Kolkata Knight Riders,15,0,5,3,0,Eden Gardens,0,0,0,0,0,6,42.66666667,6,6,44.66666667,20.8,7.383333333,0,1,2.8,10
16,A Nehra,1,Kolkata Knight Riders,9,0,9,1,0,Eden Gardens,2,0,0,0,0,16,36,16,16,41.33333333,26,9.166666667,0,1,2.8,9
17,P Kumar,1,Delhi Daredevils,24,0,6,4,0,Feroz Shah Kotla,1,0,0,0,0,10,31.33333333,10,10,23.25,32.4,8.8,0,0.8,3.8,9.5
17,DW Steyn,1,Delhi Daredevils,29,0,7.25,4,2,Feroz Shah Kotla,0,0,0,0,1,58,-2,58,58,28,34.5,8.625,0,1,4,9.5
17,R Vinay Kumar,1,Delhi Daredevils,25,0,12.5,2,0,Feroz Shah Kotla,0,0,0,0,0,-6,-1,-6,-6,-4,27,10.08333333,0,0,2.666666667,8.5
17,Mohammad Asif,2,Royal Challengers Bangalore,42,0,10.5,4,0,Feroz Shah Kotla,0,0,0,0,0,-2,61,-2,-2,24,33.33333333,8.333333333,0,1.333333333,4,8.5
17,Z Khan,1,Delhi Daredevils,42,0,10.5,4,1,Feroz Shah Kotla,0,0,0,0,0,23,85.33333333,23,23,69.25,31.8,7.95,0,2,4,8.5
17,GD McGrath,2,Royal Challengers Bangalore,29,0,7.25,4,4,Feroz Shah Kotla,0,0,0,0,0,108,32.66666667,108,74.5,70.5,25.25,6.3125,0.5,1.5,4,9.5
18,AB Agarkar,1,Rajasthan Royals,46,0,11.5,4,1,Sawai Mansingh Stadium,0,0,0,0,0,21,35.33333333,21,21,35.5,26.4,7.866666667,0,1.6,3.4,8.5
18,MM Patel,2,Kolkata Knight Riders,29,0,7.25,4,0,Sawai Mansingh Stadium,0,0,0,0,0,0,37.33333333,0,29,0,33,9,0,0.8,3.6,9.5
18,I Sharma,1,Rajasthan Royals,26,0,6.5,4,1,Sawai Mansingh Stadium,0,0,0,0,1,35,28,35,35,39,20.2,5.75,0.2,0.8,3.4,9.5
18,AB Dinda,1,Rajasthan Royals,30,0,7.5,4,0,Sawai Mansingh Stadium,0,0,0,0,0,0,24.66666667,0,0,17.5,18.8,5.566666667,0,0.8,3.4,9.5
18,Sohail Tanvir,2,Kolkata Knight Riders,30,0,7.5,4,3,Sawai Mansingh Stadium,0,0,0,0,1,87,6,87,87,87,30.5,7.625,0,1.5,4,9.5
18,SK Trivedi,2,Kolkata Knight Riders,31,0,7.75,4,3,Sawai Mansingh Stadium,0,1,0,0,2,107,26.33333333,107,83.5,52.5,30.8,8.85,0,1.2,3.6,9.5
18,Umar Gul,1,Rajasthan Royals,31,0,7.75,4,4,Sawai Mansingh Stadium,0,0,1,0,2,130,0,130,130,130,31,7.75,0,4,4,9.5
18,SK Warne,2,Kolkata Knight Riders,20,0,10,2,1,Sawai Mansingh Stadium,0,0,0,0,0,23,71,23,62,11.5,25,8.05,0.2,1.6,3.2,8.5
19,RP Singh,2,Kings XI Punjab,36,0,9,4,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,51.66666667,0,29,29.5,27.4,7.55,0.2,1.2,3.6,9
19,D Kalyankrishna,2,Kings XI Punjab,34,0,11.33333333,3,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,21,13.5,21,26,26,29,10.94444444,0,0.666666667,2.666666667,8.5
19,S Sreesanth,1,Deccan Chargers,33,0,8.25,4,1,"Rajiv Gandhi International Stadium, Uppal",1,0,0,0,1,41,23,41,41,10.33333333,32.4,9.933333333,0,0.8,3.4,9
19,VRV Singh,1,Deccan Chargers,34,0,8.5,4,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,51,0,0,39.5,34.33333333,8.583333333,0,1.333333333,4,9
19,DNT Zoysa,2,Kings XI Punjab,32,0,8,4,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,25,25,25,25,25,31,7.75,0,1,4,9
19,Gagandeep Singh,1,Deccan Chargers,37,0,9.25,4,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,25,0,25,25,25,37,9.25,0,1,4,9
20,MS Gony,2,Delhi Daredevils,39,0,9.75,4,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,1,33,64.66666667,33,44,48.5,34.6,8.65,0.2,1.6,4,9
20,GD McGrath,1,Chennai Super Kings,21,0,5.25,4,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,29,55,29,29,31.33333333,24.4,6.1,0.4,1.4,4,10
20,PJ Sangwan,1,Chennai Super Kings,40,0,10,4,1,"MA Chidambaram Stadium, Chepauk",0,1,0,0,0,35,0,35,35,35,40,10,0,1,4,9
20,M Muralitharan,2,Delhi Daredevils,27,0,6.75,4,0,"MA Chidambaram Stadium, Chepauk",1,0,0,0,0,10,29,10,24,27.66666667,28,7,0,0.75,4,9.5
20,Mohammad Asif,1,Chennai Super Kings,34,0,8.5,4,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,25,40,25,25,48.5,33.5,8.375,0,1.25,4,9
20,M Ntini,2,Delhi Daredevils,29,0,7.25,4,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,29,7.25,0,0,4,9.5
21,VRV Singh,2,Kolkata Knight Riders,31,0,7.75,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,1,33,34,33,45,28,33.5,8.375,0,1.25,4,9
21,AB Agarkar,1,Kings XI Punjab,26,0,8.666666667,3,0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,25.66666667,0,0,23.66666667,26.33333333,8,0,1.333333333,3.333333333,9
21,Umar Gul,1,Kings XI Punjab,27,0,6.75,4,2,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,1,60,130,60,60,95,29,7.25,0,3,4,9.5
21,S Sreesanth,2,Kolkata Knight Riders,25,0,6.25,4,2,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,52,28.33333333,52,23,42.33333333,31.16666667,9.319444444,0,1,3.5,9.5
21,AB Dinda,1,Kings XI Punjab,24,0,8,3,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,25,13,25,25,20,19.66666667,5.972222222,0,0.833333333,3.333333333,9
21,Gagandeep Singh,2,Kolkata Knight Riders,43,0,10.75,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,23,25,23,23,23,40,10,0,1,4,8.5
21,I Sharma,1,Kings XI Punjab,41,0,10.25,4,0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,-2,25.33333333,-2,-2,25.33333333,23.66666667,6.5,0.166666667,0.666666667,3.5,8.5
22,RP Singh,1,Royal Challengers Bangalore,41,0,10.25,4,3,M Chinnaswamy Stadium,0,0,0,0,2,93,43.33333333,93,93,80.5,29.66666667,8,0.166666667,1.5,3.666666667,9
22,A Kumble,2,Deccan Chargers,47,0,11.75,4,0,M Chinnaswamy Stadium,1,0,0,0,0,4,12,4,8,8,34.5,8.625,0,0,4,8.5
22,Z Khan,2,Deccan Chargers,24,0,6,4,2,M Chinnaswamy Stadium,0,0,0,0,1,60,45.66666667,60,49.75,43.5,30.5,7.625,0,2,4,9.5
22,DW Steyn,2,Deccan Chargers,20,0,5,4,0,M Chinnaswamy Stadium,1,0,0,0,0,14,28,14,6,14,29.66666667,7.416666667,0,0.666666667,4,10
22,P Kumar,2,Deccan Chargers,23,0,5.75,4,3,M Chinnaswamy Stadium,0,0,0,0,1,91,26.33333333,91,42,55,30.83333333,8.291666667,0,1.166666667,3.833333333,10
22,PP Ojha,1,Royal Challengers Bangalore,28,0,7,4,2,M Chinnaswamy Stadium,0,0,0,0,1,60,4.666666667,60,60,39,18,7.4,0,0.8,2.6,9.5
22,DP Vijaykumar,1,Royal Challengers Bangalore,18,0,6,3,0,M Chinnaswamy Stadium,0,0,0,0,0,2,0,2,2,2,18,6,0,0,3,9.5
23,SK Warne,1,Chennai Super Kings,29,0,9.666666667,3,1,Sawai Mansingh Stadium,1,0,0,0,0,33,45,33,52.33333333,61.5,25.66666667,8.319444444,0.166666667,1.5,3.166666667,9
23,Sohail Tanvir,1,Chennai Super Kings,14,0,3.5,4,6,Sawai Mansingh Stadium,2,0,0,0,5,228,46.5,228,157.5,117,25,6.25,0,3,4,10
23,M Muralitharan,2,Rajasthan Royals,20,0,5,4,1,Sawai Mansingh Stadium,0,0,0,0,0,31,24,31,31,28.5,26.4,6.6,0,0.8,4,10
23,MM Patel,1,Chennai Super Kings,16,0,4,4,2,Sawai Mansingh Stadium,0,0,0,0,0,56,18,56,38,42,30.16666667,8.166666667,0,1,3.666666667,10
23,MS Gony,2,Rajasthan Royals,25,0,8.333333333,3,0,Sawai Mansingh Stadium,0,0,0,0,0,0,61.33333333,0,0,38.8,33,8.597222222,0.166666667,1.333333333,3.833333333,9
