match_id,bowler,inning,batting_team,total_bowler_runs,maiden,economy,overs,wickets,venue,catch,Direct_runout,Indirect_runout,Stumping,lbw/bowled,fp_points,fp_avg,opp_avg,ven_avg,inn_avg,run_avg,eco_avg,maiden_avg,wicket_avg,over_avg,Points
342,P Kumar,2,Kolkata Knight Riders,26,0,6.5,4,3,"Punjab Cricket Association Stadium, Mohali",0,0,1,0,0,87,45.33333333,20.66666667,32.07142857,30.26470588,28.22535211,7.714788732,0.14084507,0.971830986,3.718309859,9.5
342,L Balaji,1,Kings XI Punjab,39,0,9.75,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,25,18.66666667,37.75,28,33.76,26.61818182,7.924242424,0.036363636,1.145454545,3.4,9
343,UT Yadav,2,Royal Challengers Bangalore,22,0,5.5,4,3,M Chinnaswamy Stadium,1,0,0,0,0,91,41.33333333,34.6,43.33333333,26.06666667,26.71428571,8.15,0.057142857,1.142857143,3.428571429,10
343,A Nehra,2,Royal Challengers Bangalore,31,0,7.75,4,1,M Chinnaswamy Stadium,0,0,0,0,0,25,52.66666667,36,29,25.72727273,27.64583333,7.647569444,0.020833333,1.270833333,3.604166667,9
343,R Rampaul,1,Delhi Daredevils,28,1,7,4,0,M Chinnaswamy Stadium,0,0,0,0,0,14,87,14,14,14,29.5,7.375,0.5,1.5,4,9.5
343,R Vinay Kumar,1,Delhi Daredevils,21,0,5.25,4,2,M Chinnaswamy Stadium,1,1,0,0,0,74,38,31,41.35,40.63157895,28.09090909,8.166666667,0,1.257575758,3.454545455,10
343,S Nadeem,2,Royal Challengers Bangalore,26,0,6.5,4,1,M Chinnaswamy Stadium,0,0,0,0,0,27,35,27,27,29.85714286,26.04545455,6.916666667,0,0.818181818,3.772727273,9.5
343,M Morkel,2,Royal Challengers Bangalore,32,0,8,4,2,M Chinnaswamy Stadium,0,1,1,0,0,68,27.66666667,52.4,40.66666667,38.71428571,29,7.49754902,0.029411765,1.470588235,3.882352941,9
343,RP Singh,1,Delhi Daredevils,48,0,12,4,0,M Chinnaswamy Stadium,0,0,0,0,0,-4,75,31.18181818,47.5,49.33333333,28.66197183,7.798122066,0.028169014,1.267605634,3.690140845,8.5
343,J Syed Mohammad,1,Delhi Daredevils,13,0,6.5,2,0,M Chinnaswamy Stadium,0,0,0,0,0,2,29,1,20,13.83333333,24.44444444,8.416666667,0,0.888888889,3,9.5
343,JD Unadkat,1,Delhi Daredevils,24,0,6,4,2,M Chinnaswamy Stadium,0,0,0,0,0,52,17.33333333,39.5,19,29,26.93333333,8.272222222,0,0.933333333,3.466666667,9.5
344,AB Dinda,1,Sunrisers Hyderabad,25,0,6.25,4,2,Subrata Roy Sahara Stadium,0,0,0,0,0,52,18,59,29,31.76190476,25.02222222,7.746296296,0.022222222,1.111111111,3.333333333,9.5
344,DW Steyn,2,Pune Warriors,34,0,8.5,4,1,Subrata Roy Sahara Stadium,1,0,0,0,0,33,42.33333333,31.8,33,38.74193548,24.86206897,6.525862069,0.103448276,1.25862069,3.844827586,9
344,A Mishra,2,Pune Warriors,19,0,4.75,4,4,Subrata Roy Sahara Stadium,0,0,0,0,3,138,11.66666667,56.33333333,69,47.94444444,25.66153846,7.165384615,0.046153846,1.323076923,3.676923077,10
344,I Sharma,2,Pune Warriors,22,0,5.5,4,1,Subrata Roy Sahara Stadium,0,0,0,0,0,29,33.33333333,10.75,29,28.06896552,27.44897959,7.603741497,0.020408163,0.897959184,3.653061224,9.5
344,KV Sharma,2,Pune Warriors,13,0,4.333333333,3,1,Subrata Roy Sahara Stadium,0,0,0,0,1,39,27,39,39,39,13,5.416666667,0,1,2.5,10
344,R Sharma,1,Sunrisers Hyderabad,21,0,5.25,4,2,Subrata Roy Sahara Stadium,0,0,0,0,1,62,28.33333333,49.5,43.5,34.31578947,23.48648649,6.774774775,0.027027027,1.054054054,3.540540541,10
344,B Kumar,1,Sunrisers Hyderabad,18,0,4.5,4,3,Subrata Roy Sahara Stadium,0,0,0,0,2,101,35.66666667,66,38.75,33.92857143,22.28571429,6.702380952,0.047619048,0.904761905,3.333333333,10
345,Harbhajan Singh,1,Rajasthan Royals,26,0,6.5,4,1,Sawai Mansingh Stadium,0,0,0,0,0,27,37.33333333,21,31,25.25,24.12121212,6.916666667,0.060606061,1.015151515,3.545454545,9.5
345,SK Trivedi,2,Mumbai Indians,17,1,4.25,4,1,Sawai Mansingh Stadium,1,0,0,0,0,51,51,23.11111111,42.44444444,36.25,25.73015873,7.834656085,0.031746032,1.063492063,3.365079365,10
345,PP Ojha,1,Rajasthan Royals,31,0,7.75,4,1,Sawai Mansingh Stadium,0,0,1,0,0,31,58.66666667,22.22222222,30,37.40625,24.98484848,7.363636364,0,1.257575758,3.5,9
345,MG Johnson,1,Rajasthan Royals,41,0,10.25,4,0,Sawai Mansingh Stadium,0,0,1,0,0,4,58.66666667,4,4,25.5,32,8.25,0,1.4,3.8,8.5
345,SL Malinga,1,Rajasthan Royals,30,0,7.5,4,0,Sawai Mansingh Stadium,0,0,0,0,0,0,27.66666667,34.5,15,59.06896552,24.62711864,6.265536723,0.118644068,1.627118644,3.949152542,9.5
346,S Nadeem,1,Chennai Super Kings,22,0,7.333333333,3,0,Feroz Shah Kotla,0,0,0,0,0,0,34.33333333,2.666666667,28.5,23.5625,25.86956522,6.934782609,0,0.782608696,3.739130435,9.5
346,M Morkel,1,Chennai Super Kings,42,0,10.5,4,1,Feroz Shah Kotla,0,0,0,0,1,31,50.33333333,38.66666667,46.86666667,47.47619048,29.37142857,7.583333333,0.028571429,1.457142857,3.885714286,8.5
346,MM Sharma,2,Delhi Daredevils,10,0,3.333333333,3,3,Feroz Shah Kotla,0,0,0,0,2,101,2,101,101,101,11.5,4.916666667,0,1.5,2.5,10
346,AB Agarkar,1,Chennai Super Kings,29,0,7.25,4,0,Feroz Shah Kotla,0,0,0,0,0,0,14.33333333,7.666666667,16.875,27.13333333,27.8974359,9.02991453,0.025641026,0.846153846,3.205128205,9.5
346,UT Yadav,1,Chennai Super Kings,33,0,8.25,4,2,Feroz Shah Kotla,0,0,0,0,0,50,29.66666667,28,40,41.47619048,26.88888889,8.152777778,0.055555556,1.166666667,3.444444444,9
347,I Sharma,1,Kings XI Punjab,29,0,7.25,4,2,"Rajiv Gandhi International Stadium, Uppal",2,0,1,0,0,72,34.66666667,25.83333333,27,28.66666667,27.48,7.596666667,0.02,0.92,3.66,9.5
347,A Mishra,1,Kings XI Punjab,29,0,7.25,4,3,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,79,58.33333333,46.125,39.35714286,34.23333333,25.71212121,7.166666667,0.045454545,1.348484848,3.681818182,9.5
347,DW Steyn,1,Kings XI Punjab,14,0,3.5,4,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,1,39,51.33333333,22.5,51.46153846,43.96428571,24.6779661,6.474576271,0.101694915,1.254237288,3.847457627,10
347,P Kumar,2,Sunrisers Hyderabad,12,1,4,3,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,1,51,52.33333333,51,45.33333333,30.85714286,28,7.663194444,0.152777778,0.972222222,3.708333333,10
347,MS Gony,2,Sunrisers Hyderabad,24,0,6,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,1,60,22,60,30.71428571,27.75,28.13513514,8.903153153,0.081081081,0.945945946,3.405405405,9.5
347,KV Sharma,1,Kings XI Punjab,19,0,6.333333333,3,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,52,33,52,52,39.5,15,5.722222222,0,1.333333333,2.666666667,9.5
348,M Kartik,1,Rajasthan Royals,35,0,8.75,4,1,M Chinnaswamy Stadium,1,0,0,0,0,33,20.66666667,17.16666667,37.33333333,25.61904762,24.44680851,7.232269504,0.021276596,0.659574468,3.468085106,9
348,SK Trivedi,2,Royal Challengers Bangalore,26,0,6.5,4,0,M Chinnaswamy Stadium,0,0,0,0,0,2,37.66666667,36.57142857,56.33333333,35.21212121,25.734375,7.813802083,0.03125,1.046875,3.375,9.5
348,RP Singh,1,Rajasthan Royals,13,0,3.25,4,3,M Chinnaswamy Stadium,1,0,0,0,1,101,41.33333333,43.7,53.44444444,50.625,28.44444444,7.734953704,0.027777778,1.291666667,3.694444444,10
348,S Sreesanth,2,Royal Challengers Bangalore,9,0,9,1,0,M Chinnaswamy Stadium,0,0,0,0,0,0,39.33333333,30,22,19.28571429,27.16666667,8.43452381,0.071428571,1,3.380952381,9
348,R Rampaul,1,Rajasthan Royals,19,1,4.75,4,2,M Chinnaswamy Stadium,3,0,0,0,0,96,50.5,96,55,55,26,6.5,0.666666667,1.666666667,4,10
348,JD Unadkat,1,Rajasthan Royals,32,0,8,4,1,M Chinnaswamy Stadium,0,0,0,0,0,25,17.33333333,60,20,28.55555556,27.25,8.255208333,0,0.9375,3.5,9
348,R Vinay Kumar,1,Rajasthan Royals,18,0,4.5,4,3,M Chinnaswamy Stadium,0,0,0,0,1,93,52.33333333,17.88888889,43.80952381,41.97435897,27.94029851,8.111940299,0,1.28358209,3.462686567,10
348,SW Tait,2,Royal Challengers Bangalore,30,0,10,3,0,M Chinnaswamy Stadium,0,0,0,0,0,-2,7.666666667,-2,-2,26.38461538,30.05,7.7875,0.1,1.3,3.9,8.5
349,SMSM Senanayake,2,Chennai Super Kings,18,0,4.5,4,1,Eden Gardens,1,0,0,0,1,47,53.5,47,43,43,21.33333333,5.333333333,0,1.333333333,4,10
349,MM Sharma,1,Kolkata Knight Riders,13,0,4.333333333,3,1,Eden Gardens,2,0,0,0,0,47,51.5,47,47,24.5,12,4.722222222,0,1.333333333,2.666666667,10
349,L Balaji,2,Chennai Super Kings,28,0,7,4,1,Eden Gardens,0,0,0,0,0,27,16.66666667,26,33.64285714,34.64516129,26.64285714,7.907738095,0.035714286,1.142857143,3.410714286,9.5
350,SL Malinga,2,Delhi Daredevils,26,0,6.5,4,1,Feroz Shah Kotla,0,0,0,0,1,35,28.33333333,65.125,82.75,49.61290323,24.65,6.269444444,0.116666667,1.616666667,3.95,9.5
350,S Nadeem,1,Mumbai Indians,20,0,5,4,0,Feroz Shah Kotla,0,0,0,0,0,6,31.66666667,34.2,26.45454545,22.52941176,25.625,6.854166667,0,0.75,3.75,10
350,JJ Bumrah,2,Delhi Daredevils,38,0,12.66666667,3,0,Feroz Shah Kotla,0,0,0,0,0,-6,95,-6,-6,-6,35,10.33333333,0,1.5,3.5,8.5
350,AB Agarkar,1,Mumbai Indians,37,0,12.33333333,3,0,Feroz Shah Kotla,0,0,0,0,0,-6,16.33333333,27.14285714,14.33333333,25.0625,28.125,9.1125,0.025,0.825,3.2,8.5
350,Harbhajan Singh,2,Delhi Daredevils,30,0,10,3,0,Feroz Shah Kotla,0,0,0,0,0,-2,27,47.11111111,30.5,38.88571429,24.20895522,6.962686567,0.059701493,1,3.537313433,8.5
350,UT Yadav,1,Mumbai Indians,31,0,7.75,4,3,Feroz Shah Kotla,1,1,0,0,0,99,46.33333333,44.2,42.95,44.09090909,27,8.141891892,0.054054054,1.216216216,3.459459459,9.5
350,MM Patel,2,Delhi Daredevils,36,0,9,4,0,Feroz Shah Kotla,0,0,0,0,0,0,41.33333333,37.5,0.666666667,39,26.81666667,7.369444444,0.1,1.35,3.616666667,9
351,BAW Mendis,2,Kings XI Punjab,38,0,9.5,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,1,33,17.33333333,30,33,28.5,30.625,7.65625,0,1,4,9
351,P Awana,1,Pune Warriors,38,0,9.5,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,25,29.66666667,41.33333333,45.75,33.625,30.58823529,8.137254902,0,1.411764706,3.823529412,9
351,B Kumar,2,Kings XI Punjab,31,0,7.75,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,25,59,32.33333333,48.5,21.875,22.68181818,6.75,0.045454545,0.909090909,3.363636364,9
351,P Kumar,1,Pune Warriors,36,1,9,4,0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,12,68.66666667,37.33333333,30.73333333,29.36842105,28.10958904,7.681506849,0.164383562,0.95890411,3.712328767,9
351,MS Gony,1,Pune Warriors,32,0,8,4,1,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,25,33,38.5,25.5,30.28571429,28.23684211,8.879385965,0.078947368,0.947368421,3.421052632,9
351,AB Dinda,2,Kings XI Punjab,37,0,9.25,4,0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,34.66666667,17.11111111,15,32.36,25.2826087,7.778985507,0.02173913,1.086956522,3.347826087,9
351,R Sharma,2,Kings XI Punjab,28,0,9.333333333,3,0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,30.33333333,31.85714286,28.33333333,31,23.60526316,6.842105263,0.026315789,1.026315789,3.526315789,9
352,SK Trivedi,2,Chennai Super Kings,32,0,10.66666667,3,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,-2,38.33333333,13.1,7.666666667,34.11764706,25.83076923,7.857692308,0.030769231,1.030769231,3.369230769,8.5
352,R Shukla,2,Chennai Super Kings,24,0,12,2,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,-4,40.66666667,-4,-4,40,27.5,10.16666667,0,1,2.75,8.5
352,MM Sharma,1,Rajasthan Royals,19,0,9.5,2,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,50,0,1,16.33333333,13.75,5.916666667,0,1,2.5,9
353,A Nehra,2,Kings XI Punjab,28,0,9.333333333,3,1,Feroz Shah Kotla,0,0,0,0,0,25,52,24.42857143,31.66666667,25.69565217,27.65306122,7.681972789,0.020408163,1.265306122,3.591836735,9
353,BA Bhatt,1,Delhi Daredevils,11,0,5.5,2,1,Feroz Shah Kotla,0,0,0,0,0,29,8.333333333,29,29,3.833333333,26.85714286,7.994047619,0,0.928571429,3.357142857,9.5
353,P Kumar,1,Delhi Daredevils,29,0,7.25,4,2,Feroz Shah Kotla,0,0,0,0,1,58,50,30.22222222,29,30.1025641,28.12162162,7.675675676,0.162162162,0.972972973,3.716216216,9.5
353,AB Agarkar,2,Kings XI Punjab,4,0,4,1,0,Feroz Shah Kotla,0,0,0,0,0,0,0.666666667,19.5,12.9,20.24,27.53658537,8.987804878,0.024390244,0.804878049,3.146341463,10
353,UT Yadav,2,Kings XI Punjab,19,0,6.333333333,3,0,Feroz Shah Kotla,0,0,0,0,0,2,80,70.33333333,41,24.5625,26.78947368,8.094298246,0.052631579,1.184210526,3.447368421,9.5
353,P Awana,1,Delhi Daredevils,21,1,5.25,4,1,Feroz Shah Kotla,1,0,0,0,0,49,38.66666667,44.66666667,70,35.33333333,30.05555556,7.976851852,0.055555556,1.388888889,3.833333333,10
353,Harmeet Singh,1,Delhi Daredevils,24,0,6,4,3,Feroz Shah Kotla,0,0,0,0,0,81,-3.333333333,40.6,49.25,39.30769231,25.36,8.436666667,0,1.08,3.24,9.5
354,IC Pandey,1,Royal Challengers Bangalore,33,0,16.5,2,0,M Chinnaswamy Stadium,0,0,0,0,0,-6,0,-6,-6,-6,33,16.5,0,0,2,8
354,B Kumar,1,Royal Challengers Bangalore,23,0,5.75,4,0,M Chinnaswamy Stadium,0,0,0,0,0,4,67.33333333,1.333333333,3,31.93333333,22.69565217,6.706521739,0.043478261,0.869565217,3.391304348,9.5
354,M Kartik,2,Pune Warriors,25,0,8.333333333,3,1,M Chinnaswamy Stadium,1,0,0,0,0,33,22.66666667,33,36.25,19.40740741,24.45833333,7.255208333,0.020833333,0.666666667,3.458333333,9
354,AG Murtaza,1,Royal Challengers Bangalore,45,0,22.5,2,0,M Chinnaswamy Stadium,1,0,0,0,0,2,24.66666667,2,2,31,26.4,8,0,0.9,3.6,8
354,R Rampaul,2,Pune Warriors,21,0,5.25,4,2,M Chinnaswamy Stadium,0,0,0,0,0,54,65.66666667,54,54.66666667,70.5,24.75,6.1875,0.5,1.75,4,10
354,R Vinay Kumar,2,Pune Warriors,24,0,6,4,1,M Chinnaswamy Stadium,0,0,0,0,1,35,64,61.5,43.40909091,33.51724138,27.88235294,8.080882353,0,1.279411765,3.470588235,9.5
354,RP Singh,2,Pune Warriors,20,0,5,4,1,M Chinnaswamy Stadium,1,0,0,0,0,39,31.66666667,22.5,52,30.51515152,28.32876712,7.697488584,0.02739726,1.287671233,3.698630137,10
354,JD Unadkat,2,Pune Warriors,37,0,9.25,4,2,M Chinnaswamy Stadium,0,0,0,0,0,50,25.66666667,50,24.28571429,28.5,27.82352941,8.31372549,0,1,3.529411765,9
354,AB Dinda,1,Royal Challengers Bangalore,48,0,12,4,3,M Chinnaswamy Stadium,0,1,0,0,0,87,36.66666667,44.83333333,60.5,34.27272727,25.76595745,7.868794326,0.021276596,1.127659574,3.361702128,8.5
355,SMSM Senanayake,2,Mumbai Indians,50,0,12.5,4,1,Eden Gardens,0,0,0,0,1,27,51.33333333,27,37.66666667,37.66666667,28.5,7.125,0,1.25,4,8.5
355,MG Johnson,1,Kolkata Knight Riders,26,0,6.5,4,2,Eden Gardens,0,0,0,0,0,52,50.33333333,52,52,34.33333333,31,7.958333333,0,1.5,3.833333333,9.5
355,SL Malinga,1,Kolkata Knight Riders,25,0,6.25,4,2,Eden Gardens,0,0,0,0,2,68,21.33333333,40.375,33,59.36666667,24.6557377,6.269125683,0.114754098,1.62295082,3.950819672,9.5
355,Harbhajan Singh,1,Kolkata Knight Riders,35,0,17.5,2,0,Eden Gardens,2,0,0,0,0,10,17.33333333,13,7.333333333,24.78787879,24.36764706,7.117647059,0.058823529,0.985294118,3.514705882,8
355,PP Ojha,1,Kolkata Knight Riders,21,0,5.25,4,2,Eden Gardens,0,0,0,0,0,54,47.66666667,30,42.2,37.90909091,24.92537313,7.332089552,0,1.268656716,3.507462687,10
355,YS Chahal,1,Kolkata Knight Riders,34,0,8.5,4,0,Eden Gardens,0,0,0,0,0,0,0,0,0,0,34,8.5,0,0,4,9
355,L Balaji,2,Mumbai Indians,24,0,6,4,0,Eden Gardens,0,0,0,0,0,2,17.33333333,17.14285714,31.53333333,33.625,26.59649123,7.874269006,0.035087719,1.122807018,3.421052632,9.5
356,DW Steyn,2,Chennai Super Kings,45,0,11.25,4,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,21,36.33333333,28.5,35.75,38.1875,25.01666667,6.554166667,0.1,1.25,3.85,8.5
356,MM Sharma,1,Sunrisers Hyderabad,33,0,8.25,4,2,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,50,49.33333333,50,17.33333333,24.75,17.6,6.383333333,0,1.2,2.8,9
356,I Sharma,2,Chennai Super Kings,34,0,8.5,4,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,25,42,14.4,13,27.96666667,27.60784314,7.614379085,0.019607843,0.921568627,3.666666667,9
356,A Mishra,2,Chennai Super Kings,26,0,6.5,4,3,"MA Chidambaram Stadium, Chepauk",1,0,0,0,0,89,74.33333333,39.16666667,48.5,49.05405405,25.71641791,7.156716418,0.044776119,1.373134328,3.686567164,9.5
356,KV Sharma,2,Chennai Super Kings,8,1,2,4,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,18,39.33333333,18,18,28.5,13.25,4.791666667,0.25,1,3,10
357,L Balaji,1,Kings XI Punjab,44,0,11,4,1,Eden Gardens,0,0,0,0,0,23,18,36.11111111,31,33.34615385,26.89655172,7.92816092,0.034482759,1.120689655,3.431034483,8.5
357,Harmeet Singh,2,Kolkata Knight Riders,24,0,6,4,1,Eden Gardens,0,0,0,0,0,27,25.66666667,16.16666667,20,25.76923077,25.30769231,8.342948718,0,1.076923077,3.269230769,9.5
357,P Kumar,2,Kolkata Knight Riders,28,0,7,4,0,Eden Gardens,0,0,0,0,0,2,40.33333333,18.8,12,30.05555556,28.12,7.666666667,0.16,0.96,3.72,9.5
357,SMSM Senanayake,1,Kings XI Punjab,29,1,7.25,4,0,Eden Gardens,1,0,0,0,0,20,47.33333333,44,33.25,44,28.6,7.15,0.2,1,4,9.5
357,S Ladda,1,Kings XI Punjab,18,0,9,2,1,Eden Gardens,0,0,0,0,1,33,4.666666667,33,33,17.14285714,25.375,10.36458333,0,0.625,2.625,9
357,BA Bhatt,2,Kolkata Knight Riders,21,0,7,3,0,Eden Gardens,0,0,0,0,0,2,18.66666667,29,38.66666667,38.22222222,26.46666667,7.927777778,0,0.866666667,3.333333333,9.5
358,I Sharma,2,Rajasthan Royals,35,0,11.66666667,3,0,Sawai Mansingh Stadium,0,0,0,0,0,-4,42,27.66666667,15.5,26.93548387,27.75,7.692307692,0.019230769,0.903846154,3.653846154,8.5
358,KV Sharma,2,Rajasthan Royals,24,0,12,2,0,Sawai Mansingh Stadium,0,0,0,0,0,-4,36.33333333,-4,-4,17.66666667,15.4,6.233333333,0.2,0.8,2.8,8.5
358,A Mishra,2,Rajasthan Royals,20,0,10,2,0,Sawai Mansingh Stadium,0,0,0,0,0,-2,102,62.5,45,47.71052632,25.63235294,7.198529412,0.044117647,1.352941176,3.661764706,8.5
358,SK Trivedi,1,Sunrisers Hyderabad,26,0,8.666666667,3,0,Sawai Mansingh Stadium,0,0,0,0,0,0,17,0,40.92857143,27.53125,25.83333333,7.869949495,0.03030303,1.015151515,3.363636364,9
358,DW Steyn,2,Rajasthan Royals,15,1,3.75,4,1,Sawai Mansingh Stadium,0,0,0,0,0,43,31,31.42857143,26.66666667,38.33333333,24.85245902,6.508196721,0.114754098,1.245901639,3.852459016,10
359,MG Johnson,2,Royal Challengers Bangalore,27,0,6.75,4,0,Wankhede Stadium,2,0,0,0,0,18,50.33333333,32.5,55,48.5,30.42857143,7.785714286,0,1.285714286,3.857142857,9.5
359,SL Malinga,2,Royal Challengers Bangalore,25,0,6.25,4,0,Wankhede Stadium,0,0,0,0,0,2,34.33333333,23.88888889,53.05882353,48.125,24.66129032,6.268817204,0.112903226,1.596774194,3.951612903,9.5
359,DS Kulkarni,2,Royal Challengers Bangalore,19,0,4.75,4,3,Wankhede Stadium,0,0,0,0,0,85,84,35.75,55.28571429,27.69230769,25.5,8.139880952,0.035714286,1.214285714,3.285714286,10
359,R Rampaul,1,Mumbai Indians,35,0,8.75,4,1,Wankhede Stadium,1,0,0,0,0,33,54.66666667,33,33,47.66666667,26.8,6.7,0.4,1.6,4,9
359,Harbhajan Singh,2,Royal Challengers Bangalore,21,0,5.25,4,2,Wankhede Stadium,1,0,0,0,0,62,11.66666667,33.66666667,35.72222222,39.52777778,24.31884058,7.09057971,0.057971014,1,3.52173913,10
359,R Vinay Kumar,1,Mumbai Indians,38,0,9.5,4,3,Wankhede Stadium,0,0,0,0,0,79,67.33333333,37.25,44,42.9,28.02898551,8.101449275,0,1.304347826,3.47826087,9
359,JD Unadkat,1,Mumbai Indians,32,0,8,4,0,Wankhede Stadium,0,0,0,0,0,0,42.33333333,14.33333333,0,25.7,28.05555556,8.296296296,0,0.944444444,3.555555556,9
359,J Syed Mohammad,1,Mumbai Indians,43,0,10.75,4,2,Wankhede Stadium,0,0,1,0,1,62,19.33333333,38,31,20.71428571,26.3,8.65,0,1,3.1,8.5
359,RP Singh,1,Mumbai Indians,40,0,10,4,1,Wankhede Stadium,0,0,0,0,1,31,45.33333333,57.57142857,38.625,50.14634146,28.48648649,7.728603604,0.027027027,1.283783784,3.702702703,9
360,S Nadeem,2,Pune Warriors,30,0,7.5,4,0,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,0,11,15,0,26.125,25.8,6.88,0,0.72,3.76,9.5
360,AB Dinda,1,Delhi Daredevils,31,0,7.75,4,3,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,79,46.33333333,60,79,36.2173913,25.875,7.866319444,0.020833333,1.166666667,3.375,9.5
360,M Morkel,2,Pune Warriors,36,0,9,4,0,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,0,53,35.33333333,0,36.13333333,29.55555556,7.622685185,0.027777778,1.416666667,3.888888889,9
360,A Nehra,2,Pune Warriors,27,0,6.75,4,0,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,2,41,2,2,24.70833333,27.64,7.663333333,0.02,1.24,3.6,9.5
360,KW Richardson,1,Delhi Daredevils,38,0,9.5,4,0,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,0,0,0,0,0,38,9.5,0,0,4,9
360,B Kumar,1,Delhi Daredevils,30,0,7.5,4,0,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,0,43.33333333,0,0,29.9375,23,6.739583333,0.041666667,0.833333333,3.416666667,9.5
360,R Sharma,1,Delhi Daredevils,23,0,7.666666667,3,1,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,25,29.66666667,28.71428571,25,33.85,23.58974359,6.863247863,0.025641026,1.025641026,3.512820513,9
360,UT Yadav,2,Pune Warriors,24,0,6,4,2,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,52,50.33333333,14.5,52,26.17647059,26.71794872,8.040598291,0.051282051,1.205128205,3.461538462,9.5
361,Mohammed Shami,1,Chennai Super Kings,20,0,10,2,0,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,-2,6,-2,-2,2,23,9.333333333,0,0,2.5,8.5
361,L Balaji,1,Chennai Super Kings,45,0,11.25,4,1,"MA Chidambaram Stadium, Chepauk",0,0,1,0,0,27,17.33333333,26.2,36.25,33.11111111,27.20338983,7.984463277,0.033898305,1.118644068,3.440677966,8.5
361,DP Nannes,2,Kolkata Knight Riders,50,0,12.5,4,0,"MA Chidambaram Stadium, Chepauk",1,0,0,0,0,2,38.66666667,22.75,19.4,30.9,27.06896552,7.106321839,0.034482759,1.310344828,3.75862069,8.5
361,MM Sharma,2,Kolkata Knight Riders,23,0,5.75,4,1,"MA Chidambaram Stadium, Chepauk",0,0,0,0,1,37,32.33333333,42,22.25,69,18.5,6.277777778,0,1.166666667,3,9.5
362,MS Gony,1,Mumbai Indians,43,0,10.75,4,1,Wankhede Stadium,0,0,0,0,1,31,38.66666667,30.5,44,30.33333333,28.61538462,8.927350427,0.076923077,0.948717949,3.435897436,8.5
362,MG Johnson,2,Kings XI Punjab,29,0,7.25,4,2,Wankhede Stadium,1,0,0,0,0,58,24.66666667,58,55.75,50.4,30.25,7.71875,0,1.375,3.875,9.5
362,Harbhajan Singh,2,Kings XI Punjab,14,0,3.5,4,3,Wankhede Stadium,0,0,0,0,0,85,23.33333333,41.2,38.31578947,40.75675676,24.17142857,7.039285714,0.057142857,1.028571429,3.528571429,10
362,P Kumar,1,Mumbai Indians,24,0,6,4,1,Wankhede Stadium,0,0,0,0,1,35,24,24.9,30.5,30.225,28.06578947,7.644736842,0.157894737,0.960526316,3.723684211,9.5
362,SL Malinga,2,Kings XI Punjab,39,0,9.75,4,1,Wankhede Stadium,0,0,0,0,1,33,35,72,51.94444444,47.66666667,24.88888889,6.324074074,0.111111111,1.587301587,3.952380952,9
362,P Awana,1,Mumbai Indians,16,0,4,4,0,Wankhede Stadium,0,0,0,0,0,6,46.66666667,46.33333333,30,32.4,29.31578947,7.76754386,0.052631579,1.315789474,3.842105263,10
362,PP Ojha,2,Kings XI Punjab,22,0,7.333333333,3,2,Wankhede Stadium,0,0,0,0,0,50,46.33333333,32.625,35.66666667,37.6,24.88235294,7.332107843,0,1.279411765,3.5,9.5
362,DS Kulkarni,2,Kings XI Punjab,44,0,11,4,2,Wankhede Stadium,0,0,0,0,0,48,91,40.5,54.375,29.14285714,26.13793103,8.238505747,0.034482759,1.24137931,3.310344828,8.5
363,JD Unadkat,2,Rajasthan Royals,30,0,10,3,0,Sawai Mansingh Stadium,0,0,0,0,0,-2,25,39.33333333,-2,25.11111111,28.15789474,8.385964912,0,0.894736842,3.526315789,8.5
