all_rounder,match_id,home_team,opposition_team,venue,bat_inning,batsman_runs,balls,strike_rate,total_batting_points,bat_fp,total_points,batting_avg_inning_points,batting_avg_venue_points,batting_avg_oppo_points,avg_strike_rate,avg_batsman_runs,bowl_inning,total_bowler_runs,maiden,economy,overs,wickets,bowling_fp,bowl_fp_avg,bowl_opp_avg,bowl_ven_avg,bowl_inn_avg,bowl_run_avg,eco_avg,maiden_avg,wicket_avg,bowl_over_avg,rating
A Ashish Reddy,286,Deccan Chargers,Mumbai Indians,Wankhede Stadium,1,10,10,100,7,0,7,7,7,7,100,10,2,11,0,3.66666666666667,3,1,31,58,31,31,44.5,21.5,5.83333333333333,0,1.5,3.5,8
A Ashish Reddy,292,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,3,3,100,3,0,3,3,3,3,100,6.5,1,16,0,8,2,1,25,37.3333333333333,25,25,25,22.75,7.58333333333333,0,1.25,3,8
A Ashish Reddy,298,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2,8,8,100,5,0,5,4,5,5,100,7,1,39,0,9.75,4,2,72,27,72,72,48.5,27.6666666666667,8.18055555555556,0,1.33333333333333,3.33333333333333,8
A Ashish Reddy,314,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2,10,4,250,4,0,4,4,4.5,4,137.5,7.75,1,17,0,8.5,2,0,0,33,0,22,32.3333333333333,26.5,9.01041666666667,0,1,3,9.5
A Ashish Reddy,317,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",1,4,5,80,4,0,4,5.5,4.33333333333333,4,126,7,2,25,0,6.25,4,3,81,22,57,36.75,36.6666666666667,26.3333333333333,8.7037037037037,0,1.22222222222222,3.11111111111111,8
A Ashish Reddy,325,Sunrisers Hyderabad,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",1,7,4,175,4,0,4,5,4.25,4,134.166666666667,7,2,21,0,10.5,2,1,31,25,37.3333333333333,35.6,35.8571428571429,25.8,8.88333333333333,0,1.2,3,8.5
A Ashish Reddy,328,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2,14,12,116.666666666667,11,0,11,5.75,5.6,7.5,131.666666666667,8,1,7,0,7,1,1,33,37.3333333333333,49,35.1666666666667,32.5,24.0909090909091,8.71212121212121,0,1.18181818181818,2.81818181818182,8.5
A Ashish Reddy,331,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,3,4,75,3,0,3,4.5,3,6,124.583333333333,7.375,2,12,0,12,1,0,0,48.3333333333333,36.75,16.5,31.375,23.0833333333333,8.98611111111111,0,1.08333333333333,2.66666666666667,8
A Ashish Reddy,336,Sunrisers Hyderabad,Delhi Daredevils,Feroz Shah Kotla,2,16,9,177.777777777778,10,0,10,6.6,10,10,130.493827160494,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
A Ashish Reddy,340,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,2,4,5,80,4,0,4,6.16666666666667,4,4,125.444444444445,7.9,1,15,0,7.5,2,1,33,21.3333333333333,33,33,32.6,22.4615384615385,8.87179487179487,0,1.07692307692308,2.61538461538462,8
A Ashish Reddy,344,Sunrisers Hyderabad,Pune Warriors,Subrata Roy Sahara Stadium,1,19,15,126.666666666667,16,0,16,6.8,16,10,125.555555555556,8.90909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
A Ashish Reddy,347,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2,7,7,100,4,0,4,5.85714285714286,5.33333333333333,4.5,123.425925925926,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
A Ashish Reddy,356,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,36,16,225,31,0,31,10.8333333333333,17,17,131.239316239316,10.8461538461538,2,15,0,15,1,0,8,22,16.5,16.5,28.7777777777778,21.9285714285714,9.30952380952381,0,1,2.5,9.5
A Ashish Reddy,358,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,1,14,11,127.272727272727,11,0,11,10.8571428571429,11,7.5,130.955988455988,11.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
A Ashish Reddy,370,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2,5,7,71.4285714285714,2,0,2,5.375,4.85714285714286,6,126.987493987494,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
A Ashish Reddy,478,Sunrisers Hyderabad,Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,13,9,144.444444444444,10,0,10,10.75,10,8.33333333333333,128.078553391053,10.8125,2,5,0,5,1,0,0,27.3333333333333,0,0,25.9,20.1875,9.14583333333333,0,0.9375,2.3125,8.5
A Ashish Reddy,480,Sunrisers Hyderabad,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,15,8,187.5,9,0,9,5.77777777777778,9.5,7,131.573932603344,11.0588235294118,1,15,0,7.5,2,1,25,16.3333333333333,9.5,12.5,32.7142857142857,19.8823529411765,9.04901960784314,0,0.941176470588235,2.29411764705882,9.5
A Ashish Reddy,484,Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,22,8,275,13,0,13,11,13,7.33333333333333,139.542047458714,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
A Ashish Reddy,491,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",1,6,6,100,3,0,3,10.2,4.625,12.3333333333333,137.46088706615,11.3684210526316,2,19,0,9.5,2,2,70,22,34.3333333333333,40.1428571428571,29.9090909090909,19.8333333333333,9.07407407407407,0,1,2.27777777777778,8
A Ashish Reddy,513,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",1,17,15,113.333333333333,14,0,14,10.5454545454545,5.66666666666667,10.5,136.254509379509,11.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
A Ashish Reddy,521,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,32,18,177.777777777778,27,0,27,7.9,15,11.25,138.231807874665,12.6190476190476,1,25,0,12.5,2,0,-6,31.6666666666667,30.3333333333333,17,27.875,20.1052631578947,9.25438596491228,0,0.947368421052632,2.26315789473684,8.5
A Ashish Reddy,525,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",1,13,9,144.444444444444,10,0,10,10.5,6.1,7,138.514200446019,12.6363636363636,2,14,0,7,2,1,35,29.6666666666667,34,39.5,30.3333333333333,19.8,9.14166666666667,0,0.95,2.25,8.5
A Ashish Reddy,544,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",1,2,3,66.6666666666667,2,0,2,9.84615384615385,5.72727272727273,9.4,135.390394629525,12.1739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
A Chandila,314,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",1,0,1,0,-2,0,-2,-2,-2,-2,0,0,2,20,0,5,4,1,39,57,39,39,76.5,20.6666666666667,5.16666666666667,0,1.66666666666667,4,9
A Chandila,348,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,4,6,66.6666666666667,4,0,4,1,4,4,33.3333333333333,2,2,21,0,5.25,4,0,12,19.3333333333333,6,12,43.4,18.1428571428571,5.77380952380952,0,1,3.28571428571429,8
A Dananjaya,678,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,1,4,5,80,4,0,4,4,4,4,80,4,2,47,0,11.75,4,0,-4,0,-4,-4,-4,47,11.75,0,0,4,8
A Flintoff,60,Chennai Super Kings,Mumbai Indians,Newlands,2,24,25,96,15,0,15,15,15,15,96,24,1,44,0,11,4,1,23,0,23,23,23,44,11,0,1,4,8
A Flintoff,63,Chennai Super Kings,Royal Challengers Bangalore,St George's Park,1,22,14,157.142857142857,17,0,17,17,17,17,126.571428571429,23,2,11,0,3.66666666666667,3,1,39,23,39,39,39,27.5,7.33333333333333,0,1,3.5,8.5
A Flintoff,66,Chennai Super Kings,Delhi Daredevils,Kingsmead,2,16,18,88.8888888888889,13,0,13,14,13,13,114.010582010582,20.6666666666667,1,50,0,12.5,4,0,10,31,10,10,16.5,35,9.05555555555556,0,0.666666666666667,3.66666666666667,8
A Symonds,4,Deccan Chargers,Kolkata Knight Riders,Eden Gardens,1,32,41,78.0487804878049,24,0,24,24,24,24,78.0487804878049,32,2,20,0,10,2,0,6,0,6,6,6,20,10,0,0,2,8
A Symonds,7,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",1,12,13,92.3076923076923,6,0,6,15,6,6,85.1782363977486,22,2,35,0,17.5,2,0,-6,6,-6,-6,0,27.5,13.75,0,0,2,8
A Symonds,9,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",1,117,57,205.263157894737,22,0,22,17.3333333333333,14,22,125.206543563411,53.6666666666667,2,46,0,15.3333333333333,3,0,10,0,10,2,3.33333333333333,33.6666666666667,14.2777777777778,0,0,2.33333333333333,10
A Symonds,93,Deccan Chargers,Kings XI Punjab,De Beers Diamond Oval,1,60,37,162.162162162162,54,0,54,26.5,54,54,134.445448213099,55.25,2,20,0,20,1,0,0,3.33333333333333,0,0,2.5,30.25,15.7083333333333,0,0,2,10
A Symonds,96,Deccan Chargers,Rajasthan Royals,De Beers Diamond Oval,1,30,19,157.894736842105,29,0,29,27,41.5,25.5,139.1353059389,50.2,2,30,0,7.5,4,0,0,1.33333333333333,5,0,2,30.2,14.0666666666667,0,0,2.4,8.5
A Symonds,99,Deccan Chargers,Delhi Daredevils,Kingsmead,2,41,23,178.260869565217,36,0,36,36,36,21,145.656233209953,48.6666666666667,1,19,0,6.33333333333333,3,1,35,3.33333333333333,14.5,35,35,28.3333333333333,12.7777777777778,0,0.166666666666667,2.5,8.5
A Symonds,104,Deccan Chargers,Kolkata Knight Riders,New Wanderers Stadium,2,18,13,138.461538461538,17,0,17,26.5,17,20.5,144.628419674465,44.2857142857143,1,28,0,7,4,2,52,11.6666666666667,29,52,43.5,28.2857142857143,11.952380952381,0,0.428571428571429,2.71428571428571,8.5
A Symonds,106,Deccan Chargers,Kings XI Punjab,New Wanderers Stadium,2,25,26,96.1538461538462,22,0,22,25,19.5,38,138.569097984388,41.875,1,10,0,5,2,2,56,29,28,54,47.6666666666667,26,11.0833333333333,0,0.625,2.625,8
A Symonds,111,Deccan Chargers,Royal Challengers Bangalore,SuperSport Park,2,18,17,105.882352941176,12,0,12,21.75,12,12,134.937237424031,39.2222222222222,1,15,0,3.75,4,1,31,47.6666666666667,31,31,43.5,24.7777777777778,10.2685185185185,0,0.666666666666667,2.77777777777778,8.5
A Symonds,113,Deccan Chargers,Delhi Daredevils,SuperSport Park,2,24,15,160,19,0,19,21.2,15.5,20.3333333333333,137.443513681628,37.7,1,20,0,6.66666666666667,3,1,35,46.3333333333333,21.3333333333333,33,41.8,24.3,9.90833333333334,0,0.7,2.8,8.5
A Symonds,115,Deccan Chargers,Royal Challengers Bangalore,New Wanderers Stadium,1,33,21,157.142857142857,26,0,26,26.8333333333333,21.6666666666667,19,139.234363087194,37.2727272727273,2,18,0,6,3,2,52,40.6666666666667,41.5,53.3333333333333,10.3333333333333,23.7272727272727,9.5530303030303,0,0.818181818181818,2.81818181818182,8.5
A Symonds,116,Deccan Chargers,Kolkata Knight Riders,Dr DY Patil Sports Academy,2,5,9,55.5555555555556,5,0,5,18.5,5,15.3333333333333,132.261129126224,34.5833333333333,1,26,0,6.5,4,0,2,39.3333333333333,20,2,35.1666666666667,23.9166666666667,9.29861111111111,0,0.75,2.91666666666667,8
A Symonds,119,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,50,46,108.695652173913,40,0,40,28.7142857142857,40,40,130.448400129893,35.7692307692308,2,29,0,9.66666666666667,3,2,66,29.6666666666667,66,66,18.2857142857143,24.3076923076923,9.32692307692308,0,0.846153846153846,2.92307692307692,8.5
A Symonds,127,Deccan Chargers,Kings XI Punjab,Barabati Stadium,1,53,38,139.473684210526,45,0,45,30.75,45,40.3333333333333,131.093063278509,37,2,22,0,5.5,4,1,53,40,36.3333333333333,53,22.625,24.1428571428571,9.05357142857143,0,0.857142857142857,3,10
A Symonds,130,Deccan Chargers,Delhi Daredevils,Barabati Stadium,1,35,24,145.833333333333,26,0,26,30.2222222222222,35.5,21.75,132.075747948831,36.8666666666667,2,21,0,5.25,4,3,83,40.3333333333333,36.75,68,29.3333333333333,23.9333333333333,8.8,0,1,3.06666666666667,8.5
A Symonds,137,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",1,22,15,146.666666666667,15,0,15,28.7,15,22,132.987680368696,35.9375,2,9,0,4.5,2,1,31,67.3333333333333,13.6666666666667,31,29.5,23,8.53125,0,1,3,8.5
A Symonds,140,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2,1,7,14.2857142857143,1,0,1,16,3,1,126.005211775579,33.8823529411765,1,40,0,10,4,0,6,55.6666666666667,6,4,31,24,8.61764705882353,0,0.941176470588235,3.05882352941176,9
A Symonds,145,Deccan Chargers,Kolkata Knight Riders,Eden Gardens,2,45,39,115.384615384615,34,0,34,18.25,29,20,125.415178642748,34.5,1,26,0,6.5,4,2,52,40,28,29,33.625,24.1111111111111,8.5,0,1,3.11111111111111,8.5
A Symonds,147,Deccan Chargers,Mumbai Indians,Brabourne Stadium,2,21,19,110.526315789474,15,0,15,17.8888888888889,15,8,124.631554282049,33.7894736842105,1,32,0,8,4,0,8,29.6666666666667,7,8,30.7777777777778,24.5263157894737,8.47368421052632,0,0.947368421052632,3.15789473684211,8.5
A Symonds,151,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2,15,20,75,9,0,9,17,9,18.75,122.149976567947,32.85,1,18,0,9,2,0,8,22,12.25,8,28.5,24.2,8.5,0,0.9,3.1,8
A Symonds,155,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,53,25,212,43,0,43,19.3636363636364,43,27,126.42854911233,33.8095238095238,1,34,0,11.3333333333333,3,1,29,22.6666666666667,37.3333333333333,29,28.5454545454545,24.6666666666667,8.63492063492064,0,0.904761904761905,3.0952380952381,10
A Symonds,158,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",2,27,25,108,18,0,18,19.25,13.5,29,125.590887789042,33.5,1,23,0,5.75,4,1,37,15,51.5,22.5,29.25,24.5909090909091,8.50378787878788,0,0.909090909090909,3.13636363636364,8.5
A Symonds,161,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",1,19,21,90.4761904761905,13,0,13,27.2727272727273,13.3333333333333,23.5,124.064161818918,32.8695652173913,2,33,0,8.25,4,1,33,24.6666666666667,36.25,26,29.8181818181818,24.9565217391304,8.49275362318841,0,0.91304347826087,3.17391304347826,8
A Symonds,166,Deccan Chargers,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2,4,7,57.1428571428571,4,0,4,18.0769230769231,4,31.25,121.275774124083,31.6666666666667,1,16,0,8,2,0,8,33,29.25,8,27.6153846153846,24.5833333333333,8.47222222222222,0,0.875,3.125,8
A Symonds,170,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,1,54,30,180,44,0,44,28.6666666666667,44,26.2,123.624743159119,32.56,2,8,0,4,2,0,6,26,30.6,6,27.8333333333333,23.92,8.29333333333333,0,0.84,3.08,10
A Symonds,173,Deccan Chargers,Chennai Super Kings,Dr DY Patil Sports Academy,2,23,23,100,14,0,14,17.7857142857143,6.66666666666667,24,122.716099191461,32.1923076923077,1,18,0,4.5,4,1,47,15.6666666666667,50,18.3333333333333,29,23.6923076923077,8.1474358974359,0,0.846153846153846,3.11538461538462,8
A Symonds,174,Deccan Chargers,Royal Challengers Bangalore,Dr DY Patil Sports Academy,1,2,8,25,2,0,2,26.6153846153846,5.5,19.2,119.096984406592,31.0740740740741,2,17,0,5.66666666666667,3,0,4,20.3333333333333,29.8,14.75,26,23.4444444444444,8.05555555555556,0,0.814814814814815,3.11111111111111,9
A Symonds,195,Mumbai Indians,Pune Warriors,Wankhede Stadium,2,16,15,106.666666666667,10,0,10,17.2666666666667,10,10,118.653044487309,30.5357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
A Symonds,199,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,31,29,106.896551724138,26,0,26,26.5714285714286,18,24.5,118.247648185131,30.551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
A Symonds,202,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",1,44,33,133.333333333333,35,0,35,27.1333333333333,21,35,118.750504356737,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A Symonds,209,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,1,17,27,62.962962962963,12,0,12,26.1875,12,17.4,116.950906247261,30.5483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
A Symonds,214,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,1,4,6,66.6666666666667,4,0,4,24.8823529411765,13.3333333333333,25.8,115.379523760367,29.71875,2,11,0,11,1,1,33,19,30,33,26.5,23,8.16071428571429,0,0.821428571428571,3.03571428571429,8
A Symonds,218,Mumbai Indians,Pune Warriors,Dr DY Patil Sports Academy,1,3,3,100,3,0,3,23.6666666666667,5,6.5,114.913477585811,28.9090909090909,2,7,0,7,1,0,0,28,0,11.8,24.7333333333333,22.448275862069,8.12068965517241,0,0.793103448275862,2.96551724137931,8
A Symonds,223,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,1,4,4,100,4,0,4,22.6315789473684,11,22.5,114.47484589211,28.1764705882353,2,23,0,11.5,2,0,4,12.3333333333333,26.1666666666667,18.5,23.4375,22.4666666666667,8.23333333333333,0,0.766666666666667,2.93333333333333,8
A Symonds,227,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2,8,7,114.285714285714,5,0,5,16.5,5,22.3333333333333,114.469442131928,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
A Symonds,232,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2,8,19,42.1052631578947,2,0,2,15.6470588235294,9.2,18.5,112.459326049315,27.0555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
A Uniyal,118,Rajasthan Royals,Mumbai Indians,Brabourne Stadium,2,0,1,0,-2,0,-2,-2,-2,-2,0,0,1,41,0,10.25,4,3,85,0,85,85,85,41,10.25,0,3,4,9
A Uniyal,121,Rajasthan Royals,Delhi Daredevils,"Sardar Patel Stadium, Motera",1,4,6,66.6666666666667,4,0,4,4,4,4,33.3333333333333,2,2,25,0,12.5,2,0,-6,85,-6,-6,-6,33,11.375,0,1.5,3,8
AA Bilakhia,72,Deccan Chargers,Chennai Super Kings,Kingsmead,2,12,14,85.7142857142857,9,0,9,9,9,9,85.7142857142857,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
AA Bilakhia,78,Deccan Chargers,Delhi Daredevils,SuperSport Park,1,22,28,78.5714285714286,16,0,16,16,16,16,82.1428571428572,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
AA Bilakhia,82,Deccan Chargers,Rajasthan Royals,St George's Park,1,1,5,20,1,0,1,8.5,1,1,61.4285714285714,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
AA Bilakhia,111,Deccan Chargers,Royal Challengers Bangalore,SuperSport Park,2,16,8,200,10,0,10,9.5,13,10,96.0714285714286,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
AA Bilakhia,113,Deccan Chargers,Delhi Daredevils,SuperSport Park,2,10,21,47.6190476190476,4,0,4,7.66666666666667,10,10,86.3809523809524,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
AA Bilakhia,115,Deccan Chargers,Royal Challengers Bangalore,New Wanderers Stadium,1,6,8,75,6,0,6,7.66666666666667,6,8,84.484126984127,11.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
AA Bilakhia,151,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2,2,4,50,2,0,2,6.25,2,1.5,79.5578231292517,9.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
AA Noffke,1,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,2,9,12,75,6,0,6,6,6,6,75,9,1,40,0,10,4,1,23,0,23,23,23,40,10,0,1,4,8
AB McDonald,108,Delhi Daredevils,Royal Challengers Bangalore,New Wanderers Stadium,1,3,4,75,3,0,3,3,3,3,75,3,2,22,0,7.33333333333333,3,0,0,0,0,0,0,22,7.33333333333333,0,0,3,8
AB McDonald,136,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,18,14,128.571428571429,12,0,12,7.5,12,7.5,101.785714285715,10.5,2,42,0,10.5,4,4,122,0,61,122,61,32,8.91666666666667,0,2,3.5,8.5
AB McDonald,144,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,1,14,9,155.555555555556,8,0,8,7.66666666666667,8,8,119.708994708995,11.6666666666667,2,17,0,8.5,2,0,0,72.3333333333333,0,47.5,54.25,29.5,8.89583333333333,0,1.75,3.25,8.5
AB McDonald,163,Delhi Daredevils,Mumbai Indians,Brabourne Stadium,2,33,31,106.451612903226,34,0,34,34,34,34,116.394649257553,17,1,42,0,10.5,4,1,23,72.3333333333333,23,23,23,32,9.21666666666666,0,1.6,3.4,8.5
AB McDonald,230,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,8,7,114.285714285714,8,0,8,21,8,8,115.972862263185,15.2,1,23,0,11.5,2,0,-4,39.3333333333333,-4,-4,9.5,30.5,9.59722222222222,0,1.33333333333333,3.16666666666667,8.5
AB McDonald,254,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,1,30,19,157.894736842105,20,0,20,10.75,16,20,122.959841359672,17.6666666666667,2,11,0,5.5,2,1,29,6.33333333333333,29,75.5,49.2,27.7142857142857,9.01190476190476,0,1.28571428571429,3,8.5
AB McDonald,273,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2,8,6,133.333333333333,5,0,5,15.6666666666667,5,5,124.44176878448,16.2857142857143,1,25,0,6.25,4,2,60,16,60,60,26.3333333333333,27.375,8.66666666666667,0,1.375,3.125,8.5
AB McDonald,290,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,9,11,81.8181818181818,6,0,6,9.8,12.6666666666667,5.5,119.113820413693,15.375,2,25,0,6.25,4,2,60,28.3333333333333,60,70.3333333333333,51,27.1111111111111,8.39814814814815,0,1.44444444444444,3.22222222222222,8
AB McDonald,343,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2,0,2,0,-2,0,-2,11.25,9,9,105.878951478838,13.6666666666667,1,17,0,8.5,2,1,25,49.6666666666667,27,59,26,26.1,8.40833333333333,0,1.4,3.1,9
AD Mascarenhas,33,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,2,9,8,112.5,6,0,6,6,6,6,112.5,9,1,29,0,7.25,4,2,50,0,50,50,50,29,7.25,0,2,4,8.5
AD Mascarenhas,59,Rajasthan Royals,Royal Challengers Bangalore,Newlands,2,0,1,0,-2,0,-2,2,-2,-2,56.25,4.5,1,20,0,5,4,3,93,50,93,93,71.5,24.5,6.125,0,2.5,4,9
AD Mascarenhas,67,Rajasthan Royals,Kolkata Knight Riders,Newlands,1,27,28,96.4285714285714,21,0,21,21,9.5,21,69.6428571428571,12,2,29,1,7.25,4,1,37,71.5,37,65,37,26,6.5,0.333333333333333,2,4,8
AD Mascarenhas,71,Rajasthan Royals,Kings XI Punjab,Newlands,2,4,2,200,1,0,1,1.66666666666667,6.66666666666667,1,102.232142857143,10,1,29,0,7.25,4,0,0,60,0,43.3333333333333,47.6666666666667,26.75,6.6875,0.25,1.5,4,9.5
AD Mascarenhas,77,Rajasthan Royals,Chennai Super Kings,SuperSport Park,2,8,8,100,5,0,5,2.5,5,5,101.785714285714,9.6,1,26,0,6.5,4,0,10,29.6666666666667,10,31,41,26.8333333333333,6.70833333333333,0.166666666666667,1.33333333333333,4,8
AD Mascarenhas,118,Rajasthan Royals,Mumbai Indians,Brabourne Stadium,2,9,8,112.5,9,0,9,3.8,9,9,103.571428571429,9.5,1,34,0,8.5,4,2,58,20.6666666666667,58,58,43.8333333333333,27.8571428571429,6.96428571428571,0.142857142857143,1.42857142857143,4,8.5
AD Mascarenhas,121,Rajasthan Royals,Delhi Daredevils,"Sardar Patel Stadium, Motera",1,3,3,100,3,0,3,12,3,4.5,103.061224489796,8.57142857142857,2,31,0,7.75,4,2,50,40,50.6666666666667,50,43.5,28.25,7.0625,0.125,1.5,4,8
AD Mascarenhas,255,Kings XI Punjab,Pune Warriors,Subrata Roy Sahara Stadium,2,5,5,100,5,0,5,4,5,5,102.678571428571,8.125,1,23,0,5.75,4,1,29,39.3333333333333,29,29,41.7142857142857,27.6666666666667,6.91666666666667,0.111111111111111,1.44444444444444,4,8
AD Mascarenhas,265,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,1,0,1,0,-2,0,-2,7.33333333333333,-2,9.5,91.2698412698413,7.22222222222222,2,34,0,8.5,4,1,25,79.3333333333333,31,25,37.3333333333333,28,7,0.090909090909091,1.72727272727273,4,9
AD Mascarenhas,270,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",1,9,10,90,6,0,6,7,6,8.33333333333333,91.1428571428571,7.4,2,23,0,5.75,4,0,12,71,24.6666666666667,85.5,31,27.5833333333333,6.89583333333333,0.083333333333333,1.58333333333333,4,8
AD Mascarenhas,347,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,5,5,100,5,0,5,6.6,5,5,91.948051948052,7.18181818181818,2,25,0,6.25,4,0,2,65.3333333333333,2,2,25.2,27.3846153846154,6.84615384615385,0.076923076923077,1.46153846153846,4,8
AD Mathews,98,Kolkata Knight Riders,Royal Challengers Bangalore,SuperSport Park,1,16,14,114.285714285714,10,0,10,10,10,10,114.285714285714,16,2,31,0,10.3333333333333,3,0,6,0,6,6,6,31,10.3333333333333,0,0,3,8.5
AD Mathews,116,Kolkata Knight Riders,Deccan Chargers,Dr DY Patil Sports Academy,1,65,49,132.65306122449,48,0,48,29,48,48,123.469387755102,40.5,2,27,0,6.75,4,1,35,6,35,35,20.5,29,8.54166666666667,0,0.5,3.5,10
AD Mathews,123,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2,6,14,42.8571428571429,0,0,0,0,0,0,96.5986394557823,29,1,29,0,9.66666666666667,3,0,0,59.6666666666667,0,69,69,26.5,7.875,0,1.25,3.5,8
