all_rounder,match_id,home_team,opposition_team,venue,bat_inning,batsman_runs,balls,strike_rate,total_batting_points,bat_fp,total_points,batting_avg_inning_points,batting_avg_venue_points,batting_avg_oppo_points,avg_strike_rate,avg_batsman_runs,bowl_inning,total_bowler_runs,maiden,economy,overs,wickets,bowling_fp,bowl_fp_avg,bowl_opp_avg,bowl_ven_avg,bowl_inn_avg,bowl_run_avg,eco_avg,maiden_avg,wicket_avg,bowl_over_avg,rating
SB Wagh,148,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,16,1,1,25,0,25,25,25,16,16,0,1,1,9
RS Bopara,149,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,14.3333333333333,3,1,27,29,9,27,11.6666666666667,19,7.43055555555556,0,0.666666666666667,2.16666666666667,9
IK Pathan,149,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,9,4,1,25,38.6666666666667,26.8333333333333,16.5,50.7368421052632,27.4864864864865,7.47297297297297,0.108108108108108,1.35135135135135,3.7027027027027,9
PP Chawla,149,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,13,2,0,-6,20.6666666666667,25.1666666666667,26,33.2,24.8684210526316,8.53947368421053,0.026315789473684,0.973684210526316,3.18421052631579,9
R Bhatia,150,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,6,4,1,35,18,13,21.2857142857143,25.8888888888889,21.6842105263158,8.36842105263158,0,1.15789473684211,2.84210526315789,9
MF Maharoof,150,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,7,4,1,35,54,53.6666666666667,49.2857142857143,43.4444444444444,26.3333333333333,7.37037037037037,0,1.83333333333333,3.61111111111111,9
R Ashwin,152,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,5.5,4,2,62,7,62,40.6666666666667,57,27.8571428571429,6.96428571428571,0,1.14285714285714,4,9
SR Watson,153,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,4.75,4,1,31,34,28.3333333333333,27.375,36.8333333333333,27.1666666666667,7.34722222222222,0.055555555555556,1.33333333333333,3.66666666666667,9
Iqbal Abdulla,154,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,7,4,2,72,13.5,48.5,48.5,33,20.6666666666667,6.77777777777778,0,1,3,9
MR Marsh,155,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,9.25,4,1,25,0,25,25,25,37,9.25,0,1,4,9
PP Chawla,156,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,6,4,3,97,0.666666666666667,54.3333333333333,37.4166666666667,36.2380952380952,24.9,8.43125,0.025,1,3.225,9
PP Chawla,160,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,4,4,2,80,33.6666666666667,23.8333333333333,44,38.2272727272727,24.6829268292683,8.32317073170732,0.024390243902439,1.02439024390244,3.24390243902439,9
R Ashwin,162,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,4,4,3,85,38.6666666666667,65,51.75,33.2,24.8888888888889,6.22222222222222,0,1.44444444444444,4,9
JA Morkel,162,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,7,2,0,2,29.3333333333333,14.25,42.6,48.3125,29.5142857142857,8.41190476190476,0.057142857142857,1.28571428571429,3.51428571428571,9
DJ Bravo,163,Mumbai Indians,Delhi Daredevils,Brabourne Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,13,2,0,-6,30.3333333333333,25.25,10,27.2857142857143,24.551724137931,8.12068965517241,0.068965517241379,1.03448275862069,3.03448275862069,9
PP Chawla,166,Kings XI Punjab,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,6,4,1,27,62.3333333333333,30.6666666666667,27,28.5,24.6666666666667,8.26785714285714,0.023809523809524,1.02380952380952,3.26190476190476,9
LR Shukla,167,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,7.5,4,1,41,18.6666666666667,29.25,23.2857142857143,33,18.3333333333333,9.10185185185185,0,0.777777777777778,2.16666666666667,9
PP Chawla,169,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,7,4,1,27,68,19.2857142857143,27,28.4285714285714,24.7441860465116,8.23837209302326,0.023255813953488,1.02325581395349,3.27906976744186,9
R Ashwin,169,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,5,4,1,39,56,34.3333333333333,39,34.1666666666667,24.3636363636364,6.09090909090909,0,1.36363636363636,4,9
JM Kemp,169,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,12,1,0,0,33.6666666666667,0,0,3.5,10.8,7.2,0,0.6,1.8,9
R Ashwin,175,Chennai Super Kings,Mumbai Indians,Dr DY Patil Sports Academy,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1,6,4,0,20,32.3333333333333,41,25.5,43.5714285714286,23.5384615384615,5.88461538461538,0.076923076923077,1.23076923076923,4,9
R Ashwin,176,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,6.5,4,1,27,30,52.3333333333333,43.5,41.5,23.7142857142857,5.92857142857143,0.071428571428572,1.21428571428571,4,9
STR Binny,177,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,14,1,0,0,0,0,0,0,11.5,11.5,0,0,1,9
AL Menaria,177,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,8,1,0,8,0,8,8,8,8,8,0,0,1,9
JDP Oram,177,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,6.5,2,0,2,22.6666666666667,5,2,37.75,24.5833333333333,9.11111111111111,0,1,2.83333333333333,9
DL Vettori,178,Royal Challengers Bangalore,Kochi Tuskers Kerala,Nehru Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,4.25,4,1,31,32.3333333333333,31,31,62.8333333333333,26.8461538461538,7.57051282051282,0,1.23076923076923,3.69230769230769,9
SB Wagh,179,Pune Warriors,Kings XI Punjab,Dr DY Patil Sports Academy,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,5.33333333333333,3,3,83,25,83,83,54,16,10.6666666666667,0,2,2,9
KA Pollard,180,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,6,3,0,2,76.6666666666667,28.6666666666667,18.5,20.25,22.4615384615385,7.84615384615385,0,1.30769230769231,3.07692307692308,9
JEC Franklin,180,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,9,1,0,8,0,8,8,8,9,9,0,0,1,9
Iqbal Abdulla,181,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,6,4,3,89,33.6666666666667,89,62,38,22.1666666666667,6.63888888888889,0,1.16666666666667,3.33333333333333,9
R Bhatia,181,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,7.25,4,2,50,19,71.25,44.5,26.4545454545454,22.1304347826087,8.24275362318841,0,1.08695652173913,2.91304347826087,9
RN ten Doeschate,181,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,7,1,0,8,0,8,8,8,7,7,0,0,1,9
DL Vettori,183,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,4.5,4,0,6,32.3333333333333,6,6,22.375,26.2142857142857,7.35119047619048,0,1.14285714285714,3.71428571428571,9
JEC Franklin,183,Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,8,0,0,4,9,9,0,0,1,9
KA Pollard,183,Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,6.25,4,2,52,47.6666666666667,69.25,70.5,26.6,22.6428571428571,7.73214285714286,0,1.35714285714286,3.14285714285714,9
SB Wagh,184,Pune Warriors,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,5,2,0,6,54,6,44.5,38,14,8.77777777777778,0,1.33333333333333,2,9
PP Chawla,185,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,11,3,1,23,18,19.75,36.3076923076923,37.5652173913044,24.6444444444444,8.38333333333333,0.022222222222222,1,3.22222222222222,9
R Ashwin,185,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,9.25,4,0,0,26,25.75,0,36.8888888888889,24.6,6.15,0.066666666666667,1.13333333333333,4,9
R McLaren,185,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,7.75,4,0,0,23.3333333333333,12.3333333333333,1,14.8,27.25,7.98611111111111,0,0.5,3.41666666666667,9
SB Styris,185,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,13,1,0,0,44.3333333333333,12.5,12.5,20.6666666666667,25.0909090909091,7.99242424242424,0,0.818181818181818,3.27272727272727,9
JA Morkel,185,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,12.6666666666667,3,1,19,27,42.1666666666667,19,29.9166666666667,29.3170731707317,8.45731707317073,0.048780487804878,1.21951219512195,3.46341463414634,9
Iqbal Abdulla,187,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,7,2,0,2,39.3333333333333,2,2,14.5,21,6.69047619047619,0,1,3.14285714285714,9
YK Pathan,187,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,1,2,58,8.33333333333333,58,15.1111111111111,23.125,20.1052631578947,7.41885964912281,0,0.68421052631579,2.76315789473684,9
R Bhatia,187,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,12,1,0,0,22.6666666666667,46.5,0,40.9230769230769,21.7083333333333,8.39930555555556,0,1.04166666666667,2.83333333333333,9
Shakib Al Hasan,187,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,7.75,4,2,58,0,58,58,58,31,7.75,0,2,4,9
R Sathish,188,Mumbai Indians,Kochi Tuskers Kerala,Wankhede Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,11,1,0,0,13,0,0,24.75,18.4,9.1,0,0.6,1.8,9
RV Gomez,188,Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,9.66666666666667,3,1,33,25,33,33,33,24.5,14.8333333333333,0,1,2,9
NLTC Perera,188,Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,9.5,4,0,0,0,0,0,0,28.5,14.25,0,0,2.5,9
KA Pollard,188,Mumbai Indians,Kochi Tuskers Kerala,Wankhede Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,14.3333333333333,3,0,-6,25,-6,-6,44.2,24,8.17222222222222,0,1.26666666666667,3.13333333333333,9
R Ninan,189,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,10.3333333333333,3,2,56,21,56,56,38.5,32.5,10.8333333333333,0,1.5,3,9
R Ashwin,189,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,5.75,4,1,29,15.6666666666667,13.5,41.4285714285714,36.1,24.5,6.125,0.0625,1.125,4,9
PP Chawla,190,Kings XI Punjab,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,8.5,2,1,33,16.6666666666667,31,71.5,37.375,24.4782608695652,8.38586956521739,0.021739130434783,1,3.19565217391304,9
R McLaren,190,Kings XI Punjab,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,11,3,2,64,11,46.6666666666667,64,23,27.6923076923077,8.21794871794872,0,0.615384615384615,3.38461538461538,9
SB Wagh,191,Pune Warriors,Delhi Daredevils,Dr DY Patil Sports Academy,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,12.6666666666667,3,0,8,38,8,32.3333333333333,8,20,9.75,0,1,2.25,9
YK Pathan,192,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,5,2,1,31,28.3333333333333,44.5,16,23.44,19.8461538461538,7.35683760683761,0,0.692307692307692,2.74358974358974,9
Shakib Al Hasan,192,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,5.25,4,2,76,58,67,76,67,26,6.5,0,2,4,9
R Bhatia,192,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,1,1,33,20,42,40.6666666666667,40.3571428571429,21,8.22333333333333,0,1.04,2.76,9
Iqbal Abdulla,192,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,6,3,2,64,39.3333333333333,33,62.5,31,20.625,6.60416666666667,0,1.125,3.125,9
NLTC Perera,193,Kochi Tuskers Kerala,Chennai Super Kings,Nehru Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,8,4,2,70,0,70,70,35,29.6666666666667,12.1666666666667,0,0.666666666666667,3,9
R Ashwin,193,Chennai Super Kings,Kochi Tuskers Kerala,Nehru Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,7.75,4,2,50,18.6666666666667,50,50,37.3636363636364,24.8823529411765,6.22058823529412,0.058823529411765,1.17647058823529,4,9
RV Gomez,193,Kochi Tuskers Kerala,Chennai Super Kings,Nehru Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,10,2,1,31,29,31,28,32,23,13.2222222222222,0,1,2,9
KA Pollard,195,Mumbai Indians,Pune Warriors,Wankhede Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,13,1,0,8,16,8,1,23.5,23.3125,8.47395833333333,0,1.1875,3,9
DL Vettori,198,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,7,4,1,27,6,45.5,45.5,46.2222222222222,26.2941176470588,7.23039215686275,0,1,3.76470588235294,9
R Bhatia,198,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,9.33333333333333,3,0,0,27.6666666666667,9.75,30.5,24.25,21.2692307692308,8.26602564102564,0,1,2.76923076923077,9
Iqbal Abdulla,198,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,6,2,0,2,23.3333333333333,2,42.6666666666667,32,20,6.45833333333333,0,0.9,3.1,9
Shakib Al Hasan,198,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,9.66666666666667,3,0,0,77,0,57.6666666666667,0,27.25,7.41666666666667,0,1.75,3.75,9
JR Hopes,200,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,10.75,4,1,31,19.3333333333333,31,38,19.8571428571429,27.2142857142857,9.22023809523809,0,0.714285714285714,2.85714285714286,9
PP Chawla,200,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,9,4,1,25,35.6666666666667,24,37.6666666666667,36.88,24.7083333333333,8.34895833333333,0.020833333333333,1,3.22916666666667,9
IK Pathan,200,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,2,26,1,8.66666666666667,3,1,37,22,37,37.2,31.1666666666667,27.531914893617,7.86702127659575,0.106382978723404,1.29787234042553,3.59574468085106,9
R Sathish,202,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,6,2,0,10,15,10,10,20.8333333333333,16.7142857142857,9.21428571428571,0,0.428571428571429,1.71428571428571,9
R Ashwin,203,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,2,19,1,4.75,4,2,84,27,84,46.75,41.25,24.6315789473684,6.15789473684211,0.105263157894737,1.15789473684211,4,9
R Ashwin,205,Chennai Super Kings,Pune Warriors,Dr DY Patil Sports Academy,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,7.25,4,1,41,45.3333333333333,62.5,30.6666666666667,31,24.85,6.2125,0.1,1.15,4,9
Iqbal Abdulla,207,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,6.25,4,3,81,23.3333333333333,59.3333333333333,81,39,20.4545454545455,6.43939393939394,0,1.09090909090909,3.18181818181818,9
DL Vettori,208,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,5.75,4,1,37,30.3333333333333,37,21.5,24,26.0526315789474,7.10087719298246,0,1.05263157894737,3.78947368421053,9
YK Pathan,211,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,6,4,1,33,53.3333333333333,23,32.2857142857143,27.7037037037037,19.7441860465116,7.19186046511628,0.023255813953488,0.744186046511628,2.7906976744186,9
R Bhatia,211,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,4.5,4,1,31,11,14,30.6,39.7333333333333,21.1481481481481,8.12654320987654,0,1,2.81481481481481,9
PP Chawla,211,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,7.25,4,0,0,36.3333333333333,21.5714285714286,17.3333333333333,27,24.7959183673469,8.3265306122449,0.020408163265306,0.979591836734694,3.24489795918367,9
Iqbal Abdulla,211,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,4.75,4,3,107,29,54.5,51.8571428571429,40.8,20.3333333333333,6.29861111111111,0,1.25,3.25,9
R Ashwin,212,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,5.75,4,0,4,42.3333333333333,37.75,42,38.3846153846154,24.7619047619048,6.19047619047619,0.095238095238095,1.0952380952381,4,9
RA Jadeja,215,Kochi Tuskers Kerala,Delhi Daredevils,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,8,2,0,0,24.6666666666667,17.6,0,24.1,18.4761904761905,7.42857142857143,0.047619047619048,0.666666666666667,2.66666666666667,9
RV Gomez,215,Kochi Tuskers Kerala,Delhi Daredevils,Feroz Shah Kotla,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,8,2,0,0,13,0,0,18,16.3333333333333,10.1111111111111,0,0.5,1.66666666666667,9
Iqbal Abdulla,216,Kolkata Knight Riders,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,8.5,4,2,50,63.3333333333333,69.5,50,40.375,21.3846153846154,6.46794871794872,0,1.30769230769231,3.30769230769231,9
R Bhatia,216,Kolkata Knight Riders,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,6.5,4,2,68,21.3333333333333,70.6,78.5,27.6153846153846,21.3214285714286,8.06845238095238,0,1.03571428571429,2.85714285714286,9
JA Morkel,217,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,6,4,2,52,82,48.625,46.3125,46.7894736842105,29,8.32446808510638,0.063829787234043,1.31914893617021,3.48936170212766,9
R Ashwin,217,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,9,4,1,25,43,25,40.3,30.3333333333333,25.2727272727273,6.31818181818182,0.090909090909091,1.09090909090909,4,9
Iqbal Abdulla,219,Kolkata Knight Riders,Kochi Tuskers Kerala,Nehru Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,8,2,0,8,79.3333333333333,6,8,35.3333333333333,21,6.57738095238095,0,1.21428571428571,3.21428571428571,9
DL Vettori,221,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,3.5,4,1,31,41.3333333333333,52,24.6666666666667,24.7,25.45,6.92083333333333,0,1.05,3.8,9
YK Pathan,222,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,6.25,4,1,27,24,33.3333333333333,31.625,28,19.7608695652174,7.11231884057971,0.021739130434783,0.739130434782609,2.82608695652174,9
Iqbal Abdulla,222,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,3.75,4,1,31,55,20,49.25,34.7142857142857,20.6,6.38888888888889,0,1.2,3.26666666666667,9
R Ashwin,222,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,4,3,2,64,23.3333333333333,55.25,54.5,40.2142857142857,24.695652173913,6.21739130434783,0.086956521739131,1.1304347826087,3.95652173913043,9
R Bhatia,222,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,5,2,0,12,44,22.2,27.5,37.7058823529412,20.9666666666667,7.94166666666667,0,1,2.83333333333333,9
SB Wagh,224,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,9,2,0,0,13,41.5,0,22.8,18.4285714285714,8.54761904761905,0,0.714285714285714,2.28571428571429,9
DL Vettori,225,Royal Challengers Bangalore,Kochi Tuskers Kerala,M Chinnaswamy Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,6,4,2,60,42.6666666666667,45.5,33.5,48.7272727272727,25.3809523809524,6.87698412698413,0,1.0952380952381,3.80952380952381,9
R Ashwin,226,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,6,4,3,87,31,56,87,43.3333333333333,24.6666666666667,6.20833333333333,0.083333333333333,1.20833333333333,3.95833333333333,9
DJ Bravo,226,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,9,4,1,33,10.3333333333333,49.3333333333333,33,26.8125,24.3548387096774,8,0.064516129032258,1,3.03225806451613,9
SB Wagh,228,Pune Warriors,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,8,1,0,0,10.3333333333333,0,0,19,17.125,8.47916666666667,0,0.625,2.125,9
MR Marsh,228,Pune Warriors,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,6.25,4,4,118,27.6666666666667,118,118,48.75,24.3333333333333,7.75,0,1.33333333333333,3.16666666666667,9
DJ Bravo,230,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,7,3,2,60,13.6666666666667,32.2,31.6666666666667,28.7647058823529,24.25,7.96875,0.0625,1.03125,3.03125,9
R Ashwin,230,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,4.75,4,2,64,58.6666666666667,38,42.4545454545455,44.625,24.44,6.15,0.08,1.24,3.96,9
JA Morkel,230,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,12,3,1,21,27,19.5714285714286,44.8235294117647,33.4516129032258,28.68,8.345,0.06,1.28,3.44,9
Bipul Sharma,231,Kings XI Punjab,Kochi Tuskers Kerala,Holkar Cricket Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,8,4,2,58,33.6666666666667,58,58,45.3333333333333,21.5,8.22916666666667,0,1.125,2.75,9
PP Chawla,231,Kings XI Punjab,Kochi Tuskers Kerala,Holkar Cricket Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,7.5,4,1,33,36,33,33,37.9642857142857,25.3653846153846,8.34615384615385,0.019230769230769,1.01923076923077,3.28846153846154,9
Iqbal Abdulla,233,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,6,3,1,27,29.6666666666667,14.5,27,38.8888888888889,20.4375,6.36458333333333,0,1.1875,3.25,9
RA Jadeja,235,Kochi Tuskers Kerala,Rajasthan Royals,Holkar Cricket Stadium,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,1,0,6,2.66666666666667,19.5,3,22.4545454545455,18.04,7.32,0.04,0.56,2.6,9
