wicket_keeper_batsman,match_id,role,home_team,opposition_team,venue,inning,batsman_runs,sixes,fours,half_century,century,zeros,balls,strike_rate,rating,catch,Direct_runout,Indirect_runout,Stumping,thirty_run_bonus,half_cen_points,cent_points,zero_points,batting_run_points,batting_strike_points,total_batting_points,fp_points,total_points,avg_oppo_points,avg_venue_points,avg_inning_points,avg_batsman_runs,avg_strike_rate,avg_home_team_points,bound_runs,avg_bound_runs,avg_total_points,avg_balls
AB de Villiers,359,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2,2,0,0,0,0,0,3,66.6666666666667,8.5,0,0,0,0,0,0,0,0,2,0,2,0,2,14,5,14.3142857142857,25.1186440677966,115.555791605711,18.6363636363636,0,12.7796610169492,18.0677966101695,19.5762711864407
AB de Villiers,363,Wicketkeeper batsman,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,1,21,0,3,0,0,0,13,161.538461538462,9,1,0,1,0,0,0,0,0,12,4,16,0,16,25.75,28.3333333333333,23.24,25.05,116.322169437924,18.5588235294118,12,12.7666666666667,18.0333333333333,19.4666666666667
AB de Villiers,368,Wicketkeeper batsman,Royal Challengers Bangalore,Pune Warriors,Subrata Roy Sahara Stadium,1,50,2,6,1,0,0,23,217.391304347826,9.5,2,0,0,0,0,8,0,0,34,6,40,0,40,22.6,23,23.8846153846154,25.4590163934426,117.979040502021,19.1714285714286,36,13.1475409836066,18.3934426229508,19.5245901639344
AB de Villiers,373,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,38,2,4,0,0,0,20,190,9.5,1,0,0,0,4,0,0,0,24,6,30,0,30,20.1428571428571,24.3333333333333,24.1111111111111,25.6612903225806,119.14066888102,19.4722222222222,28,13.3870967741935,18.5806451612903,19.5322580645161
AB de Villiers,379,Wicketkeeper batsman,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,1,32,2,2,0,0,0,17,188.235294117647,9.5,0,0,0,0,4,0,0,0,24,6,30,0,30,28.75,7.4,24.3214285714286,25.7619047619048,120.237408964141,19.7567567567568,20,13.4920634920635,18.7619047619048,19.4920634920635
AB de Villiers,383,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International Stadium Complex,1,28,1,1,0,0,0,22,127.272727272727,9,0,0,0,0,0,0,0,0,22,0,22,0,22,11.2857142857143,22,24.2413793103448,25.796875,120.347335812713,19.8157894736842,10,13.4375,18.8125,19.53125
AB de Villiers,385,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,6,1,0,0,0,0,2,300,10,1,0,0,0,0,0,0,0,3,0,3,0,3,18,18.2,23.5333333333333,25.4923076923077,123.111222954056,19.3846153846154,6,13.3230769230769,18.5692307692308,19.2615384615385
AB de Villiers,391,Wicketkeeper batsman,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1,5,0,1,0,0,0,3,166.666666666667,9.5,0,0,0,0,0,0,0,0,2,0,2,0,2,13.75,17.4285714285714,22.8387096774194,25.1818181818182,123.771153919399,18.95,4,13.1818181818182,18.3181818181818,19.0151515151515
AB de Villiers,404,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,2,45,1,3,0,0,0,48,93.75,8.5,2,0,0,0,4,0,0,0,37,0,37,0,37,16.3,37,14.9444444444444,25.4776119402985,123.323076995228,19.390243902439,18,13.2537313432836,18.5970149253731,19.4477611940299
AB de Villiers,409,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,2,11,0,1,0,0,0,12,91.6666666666667,8.5,1,0,0,0,0,0,0,0,8,0,8,0,8,10.875,8,14.7567567567568,25.2647058823529,122.85754154922,19.1190476190476,4,13.1176470588235,18.4411764705882,19.3382352941177
AB de Villiers,413,Wicketkeeper batsman,Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,1,0,0,0,0,0,1,1,0,8,1,0,0,0,0,0,0,-2,-2,0,-2,0,-2,22.6666666666667,-2,22.0625,24.8985507246377,121.076997468797,18.6279069767442,0,12.9275362318841,18.1449275362319,19.0724637681159
AB de Villiers,416,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,Dubai International Cricket Stadium,1,17,0,2,0,0,0,15,113.333333333333,9,0,0,0,0,0,0,0,0,11,0,11,0,11,17.2222222222222,24,21.7272727272727,24.7857142857143,120.966373695433,18.4545454545455,8,12.8571428571429,18.0428571428571,19.0142857142857
AB de Villiers,422,Wicketkeeper batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2,89,8,6,1,0,0,43,206.976744186047,9.5,1,0,0,0,0,8,0,0,55,6,61,0,61,36.5,19.4090909090909,15.9736842105263,25.6901408450704,122.177787364315,19.4,72,13.6901408450704,18.6478873239437,19.3521126760563
AB de Villiers,425,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2,9,0,2,0,0,0,7,128.571428571429,9,0,0,0,0,0,0,0,0,3,0,3,0,3,15.0909090909091,4.33333333333333,15.6410256410256,25.4583333333333,122.266587936636,19.0434782608696,8,13.6111111111111,18.4305555555556,19.1805555555556
AB de Villiers,429,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2,53,5,1,1,0,0,28,189.285714285714,9.5,1,0,0,0,0,8,0,0,43,6,49,0,49,20.4,20.695652173913,16.475,25.8356164383562,123.184658160596,19.6808510638298,34,13.8904109589041,18.8493150684932,19.3013698630137
AB de Villiers,432,Wicketkeeper batsman,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,1,58,5,1,1,0,0,32,181.25,9.5,0,0,0,0,0,8,0,0,48,6,54,0,54,25.8,22.0833333333333,22.6764705882353,26.2702702702703,123.969324942209,20.3958333333333,34,14.1621621621622,19.3243243243243,19.472972972973
AB de Villiers,436,Wicketkeeper batsman,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,1,33,1,4,0,0,0,17,194.117647058824,9.5,0,0,0,0,4,0,0,0,22,6,28,0,28,28.6,22.32,22.8285714285714,26.36,124.904635903764,20.5510204081633,22,14.2666666666667,19.44,19.44
AB de Villiers,441,Wicketkeeper batsman,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2,28,3,1,0,0,0,15,186.666666666667,9.5,1,0,0,0,0,0,0,0,16,6,22,0,22,14.3846153846154,22,16.609756097561,26.3815789473684,125.717294203276,20.58,22,14.3684210526316,19.4736842105263,19.3815789473684
AB de Villiers,444,Wicketkeeper batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,29,1,2,0,0,0,18,161.111111111111,9,0,0,0,0,0,0,0,0,20,4,24,0,24,32.3333333333333,6.66666666666667,22.8611111111111,26.4155844155844,126.176954163118,20.6470588235294,14,14.3636363636364,19.5324675324675,19.3636363636364
AB de Villiers,448,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,13,0,1,0,0,0,13,100,8.5,0,0,0,0,0,0,0,0,10,0,10,0,10,10.7777777777778,3.66666666666667,16.452380952381,26.2435897435897,125.841352186668,20.4423076923077,4,14.2307692307692,19.4102564102564,19.2820512820513
AB de Villiers,451,Wicketkeeper batsman,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1,10,0,2,0,0,0,6,166.666666666667,9.5,0,0,0,0,0,0,0,0,4,0,4,0,4,13.6428571428571,21.6153846153846,22.3513513513514,26.0379746835443,126.358128319326,20.1320754716981,8,14.1518987341772,19.2151898734177,19.1139240506329
AB de Villiers,461,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2,41,3,5,0,0,0,12,341.666666666667,10,0,0,0,0,4,0,0,0,21,6,27,0,27,16.0833333333333,21.8148148148148,16.6976744186047,26.225,129.049485048668,20.2592592592593,38,14.45,19.3125,19.025
AB de Villiers,465,Wicketkeeper batsman,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2,14,2,0,0,0,0,10,140,9,2,0,0,0,0,0,0,0,8,2,10,0,10,13.4,21.3928571428571,16.5454545454545,26.0740740740741,129.184676591277,20.0727272727273,12,14.4197530864198,19.1975308641975,18.9135802469136
AB de Villiers,467,Wicketkeeper batsman,Royal Challengers Bangalore,Rajasthan Royals,"Sardar Patel Stadium, Motera",2,47,0,6,0,0,0,34,138.235294117647,9,0,0,0,0,4,0,0,0,33,2,35,0,35,26.6363636363636,23,16.9555555555556,26.3292682926829,129.295049975745,20.3392857142857,24,14.5365853658537,19.390243902439,19.0975609756098
AB de Villiers,471,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,28,2,3,0,0,0,13,215.384615384615,9.5,0,0,0,0,0,0,0,0,13,6,19,0,19,11.6,7.5,17,26.3493975903614,130.33227365537,20.3157894736842,24,14.6506024096386,19.3855421686747,19.0240963855422
AB de Villiers,475,Wicketkeeper batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1,46,2,5,0,0,0,29,158.620689655172,9,0,0,0,0,4,0,0,0,29,4,33,0,33,32.5,21.7931034482759,22.6315789473684,26.5833333333333,130.66904051251,20.5344827586207,32,14.8571428571429,19.547619047619,19.1428571428571
AB de Villiers,487,Wicketkeeper batsman,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,1,57,1,9,1,0,0,47,121.276595744681,9,0,0,0,0,0,8,0,0,35,0,35,0,35,27.3333333333333,22.2333333333333,22.9487179487179,26.9411764705882,130.558541162301,20.7796610169492,42,15.1764705882353,19.7294117647059,19.4705882352941
AB de Villiers,490,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,2,2,0,0,0,0,0,4,50,8,1,0,0,0,0,0,0,0,2,0,2,0,2,10.7272727272727,21.5806451612903,16.6808510638298,26.6511627906977,129.621813939483,20.4666666666667,0,15,19.5232558139535,19.2906976744186
AB de Villiers,494,Wicketkeeper batsman,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,21,0,5,0,0,0,14,150,9,0,0,0,0,0,0,0,0,6,2,8,0,8,13.0625,23.5714285714286,16.5,26.5862068965517,129.856045963167,20.2622950819672,20,15.0574712643678,19.3908045977011,19.2298850574713
AB de Villiers,497,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,47,4,3,0,0,0,24,195.833333333333,9.5,0,0,0,0,4,0,0,0,30,6,36,0,36,21.8181818181818,22.03125,23.275,26.8181818181818,130.605787865101,20.5161290322581,36,15.2954545454545,19.5795454545455,19.2840909090909
AB de Villiers,503,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,133,4,19,0,1,0,61,218.032786885246,9.5,1,0,0,0,0,0,16,0,16,6,22,0,22,16.5384615384615,8.75,23.2439024390244,28.0112359550562,131.588113696788,20.5396825396825,100,16.247191011236,19.6067415730337,19.752808988764
AB de Villiers,507,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2,10,0,1,0,0,0,10,100,8.5,1,0,0,0,0,0,0,0,7,0,7,0,7,20.5833333333333,20,16.3061224489796,27.8111111111111,131.237134655712,20.328125,4,16.1111111111111,19.4666666666667,19.6444444444444
AB de Villiers,509,Wicketkeeper batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,25.6,4.5,15.94,27.5054945054945,129.794968340815,19.9846153846154,0,15.9340659340659,19.2307692307692,19.4395604395604
AB de Villiers,515,Wicketkeeper batsman,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,1,66,4,4,1,0,0,40,165,9.5,2,0,0,0,0,8,0,0,50,4,54,0,54,29.3846153846154,54,23.9761904761905,27.9239130434783,130.177631728414,20.5,40,16.195652173913,19.6086956521739,19.6630434782609
AB de Villiers,516,Wicketkeeper batsman,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,1,1,0,0,0,0,0,3,33.3333333333333,8,0,0,0,0,0,0,0,0,1,0,1,0,1,12.3529411764706,15,23.4418604651163,27.6344086021505,129.136295186532,20.2089552238806,0,16.0215053763441,19.4086021505376,19.4838709677419
AB de Villiers,521,Wicketkeeper batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1,82,6,7,1,0,0,44,186.363636363636,9.5,2,0,0,0,0,8,0,0,51,6,57,0,57,30.8333333333333,23.0909090909091,24.2045454545455,28.2127659574468,129.745096688416,20.75,64,16.531914893617,19.8085106382979,19.7446808510638
AB de Villiers,528,Wicketkeeper batsman,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,1,55,1,9,1,0,0,33,166.666666666667,9.5,0,0,0,0,0,8,0,0,33,4,37,0,37,30,23.5,24.4888888888889,28.4947368421053,130.13374479345,20.9855072463768,42,16.8,19.9894736842105,19.8842105263158
AB de Villiers,531,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,29,1,3,0,0,0,22,131.818181818182,9,2,0,0,0,0,0,0,0,17,2,19,0,19,16.7142857142857,10.8,24.3695652173913,28.5,130.151291012458,20.9571428571429,18,16.8125,19.9791666666667,19.90625
AB de Villiers,533,Wicketkeeper batsman,Royal Challengers Bangalore,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1,83,4,6,1,0,0,46,180.434782608696,9.5,2,0,0,0,0,8,0,0,61,6,67,0,67,67,60.5,25.2765957446808,29.0618556701031,130.669677523759,21.6056338028169,48,17.1340206185567,20.4639175257732,20.1752577319588
AB de Villiers,536,Wicketkeeper batsman,Royal Challengers Bangalore,Gujarat Lions,Saurashtra Cricket Association Stadium,1,20,0,2,0,0,0,16,125,9,1,0,0,0,0,0,0,0,14,0,14,0,14,14,14,25.0416666666667,28.969387755102,130.611823671476,21.5,8,17.0408163265306,20.3979591836735,20.1326530612245
AB de Villiers,544,Wicketkeeper batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,47,2,3,0,0,0,33,142.424242424242,9,2,0,0,0,4,0,0,0,36,2,38,0,38,31.8571428571429,11.2,16.3725490196078,29.1515151515151,130.731141032615,21.7260273972603,24,17.1111111111111,20.5757575757576,20.2626262626263
AB de Villiers,547,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1,4,0,0,0,0,0,6,66.6666666666667,8.5,0,0,0,0,0,0,0,0,4,0,4,0,4,10.1666666666667,22.9428571428571,24.6122448979592,28.9,130.090496288955,21.4864864864865,0,16.94,20.41,20.12
AB de Villiers,552,Wicketkeeper batsman,Royal Challengers Bangalore,Rising Pune Supergiants,M Chinnaswamy Stadium,2,1,0,0,0,0,0,3,33.3333333333333,8,0,0,0,0,0,0,0,0,1,0,1,0,1,34,22.3333333333333,16.0769230769231,28.6237623762376,129.132504576524,21.2133333333333,0,16.7722772277228,20.2178217821782,19.950495049505
AB de Villiers,556,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,64,2,5,1,0,0,35,182.857142857143,9.5,0,0,0,0,0,8,0,0,51,6,57,0,57,23.3846153846154,57,25.26,28.9705882352941,129.65921671653,21.6842105263158,32,16.921568627451,20.578431372549,20.0980392156863
AB de Villiers,558,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1,24,1,1,0,0,0,27,88.8888888888889,8.5,2,0,0,0,0,0,0,0,18,0,18,0,18,16.8,22.2162162162162,25.1176470588235,28.9223300970874,129.263388291019,21.6363636363636,10,16.8543689320388,20.5533980582524,20.1650485436893
AB de Villiers,561,Wicketkeeper batsman,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,1,129,12,10,0,1,0,53,243.396226415094,9.5,2,0,0,0,0,0,16,0,16,6,22,0,22,18,22.2105263157895,25.0576923076923,29.8846153846154,130.360819426827,21.6410256410256,112,17.7692307692308,20.5673076923077,20.4807692307692
AB de Villiers,565,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,59,3,5,1,0,0,32,184.375,9.5,1,0,0,0,0,8,0,0,43,6,49,0,49,13.1538461538462,15.8,16.6981132075472,30.1619047619048,130.875240194191,21.9873417721519,38,17.9619047619048,20.8380952380952,20.5904761904762
AB de Villiers,567,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,0,0,0,0,0,1,2,0,8,3,0,0,0,0,0,0,-2,-2,0,-2,0,-2,21.5714285714286,21.5897435897436,24.5471698113208,29.877358490566,129.640568116887,21.6875,0,17.7924528301887,20.622641509434,20.4150943396226
AB de Villiers,573,Wicketkeeper batsman,Royal Challengers Bangalore,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2,6,0,1,0,0,0,9,66.6666666666667,8.5,1,0,0,0,0,0,0,0,3,0,3,0,3,26.1428571428571,3,16.4444444444444,29.6542056074766,129.052026981838,21.4567901234568,4,17.6635514018692,20.4579439252336,20.3084112149533
AB de Villiers,574,Wicketkeeper batsman,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,2,79,5,5,1,0,0,48,164.583333333333,9,1,0,0,0,0,8,0,0,57,4,61,0,61,32.3333333333333,22.575,17.2545454545455,30.1111111111111,129.381020559167,21.9390243902439,50,17.962962962963,20.8333333333333,20.5648148148148
AB de Villiers,577,Wicketkeeper batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2,5,0,0,0,0,0,6,83.3333333333333,8.5,0,0,0,0,0,0,0,0,5,0,5,0,5,28.5,22.1463414634146,17.0357142857143,29.8807339449541,128.958564713058,21.7349397590361,0,17.7981651376147,20.6880733944954,20.4311926605505
AB de Villiers,585,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,1,89,9,3,1,0,0,49,181.632653061225,9.5,0,0,0,0,0,8,0,0,61,6,67,0,67,24.6,67,25.3333333333333,30.4181818181818,129.437420061678,22.2738095238095,66,18.2363636363636,21.1090909090909,20.6909090909091
AB de Villiers,589,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1,19,1,0,0,0,0,22,86.3636363636364,8.5,1,0,0,0,0,0,0,0,16,0,16,0,16,16.75,22,25.1636363636364,30.3153153153153,129.04936795629,22.2,6,18.1261261261261,21.0630630630631,20.7027027027027
AB de Villiers,594,Wicketkeeper batsman,Royal Challengers Bangalore,Rising Pune Supergiant,M Chinnaswamy Stadium,2,29,2,1,0,0,0,32,90.625,8.5,1,0,0,0,0,0,0,0,20,0,20,0,20,20,21.953488372093,17.0877192982456,30.3035714285714,128.706293242395,22.1744186046512,16,18.1071428571429,21.0535714285714,20.8035714285714
AB de Villiers,604,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,8,0,2,0,0,0,6,133.333333333333,9,1,0,0,0,0,0,0,0,2,0,2,0,2,12.3571428571429,13.5,16.8275862068966,30.1061946902655,128.747240499837,21.9425287356322,8,18.0176991150442,20.8849557522124,20.6725663716814
AB de Villiers,607,Wicketkeeper batsman,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,1,5,0,0,0,0,0,12,41.6666666666667,8,2,0,0,0,0,0,0,0,5,-6,-1,0,-1,24,21.4318181818182,24.6964285714286,29.8859649122807,127.983375817089,21.6818181818182,0,17.859649122807,20.6929824561403,20.5964912280702
AB de Villiers,610,Wicketkeeper batsman,Royal Challengers Bangalore,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2,3,0,0,0,0,0,8,37.5,8,0,0,0,0,0,0,0,0,3,0,3,0,3,11.5,41.3333333333333,16.5932203389831,29.6521739130435,127.196563853463,21.4719101123596,0,17.704347826087,20.5391304347826,20.4869565217391
AB de Villiers,614,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,43,3,3,0,0,0,28,153.571428571429,9,0,0,0,0,4,0,0,0,29,4,33,0,33,17.7058823529412,14.5,24.8421052631579,29.7672413793103,127.423933376893,21.6,30,17.8103448275862,20.6465517241379,20.551724137931
AB de Villiers,619,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2,10,1,1,0,0,0,6,166.666666666667,9.5,1,0,0,0,0,0,0,0,4,0,4,0,4,23.3125,21.0444444444444,16.3833333333333,29.5982905982906,127.759341353729,21.4065934065934,10,17.7435897435897,20.5042735042735,20.4273504273504
AB de Villiers,622,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1,10,0,2,0,0,0,8,125,9,0,0,0,0,0,0,0,0,4,0,4,0,4,11.8,20.6739130434783,24.4827586206897,29.4322033898305,127.735957104969,21.2173913043478,8,17.6610169491525,20.364406779661,20.3220338983051
AB de Villiers,637,Wicketkeeper batsman,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,9,0,0,0,0,0,10,90,8.5,0,0,0,0,0,0,0,0,9,0,9,0,9,12.1666666666667,21.75,24.2203389830508,29.2605042016807,127.418848221734,21.0860215053763,0,17.5126050420168,20.2689075630252,20.2352941176471
AB de Villiers,643,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,M.Chinnaswamy Stadium,2,70,6,4,1,0,0,42,166.666666666667,9.5,0,0,0,0,0,8,0,0,48,4,52,0,52,19.6111111111111,52,16.9672131147541,29.6,127.745913375441,21.4148936170213,52,17.8,20.5333333333333,20.4166666666667
AB de Villiers,647,Wicketkeeper batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,1,0,0,0,0,0,2,50,8,0,0,0,0,0,0,0,0,1,0,1,0,1,25.4444444444444,9.5,16.7096774193548,29.3636363636364,127.103385165727,21.2,0,17.6528925619835,20.3719008264463,20.2644628099174
AB de Villiers,650,Wicketkeeper batsman,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,1,13,0,2,0,0,0,9,144.444444444444,9,0,0,0,0,0,0,0,0,7,0,7,0,7,27.7857142857143,23,23.9333333333333,29.2295081967213,127.24552499588,21.0520833333333,8,17.5737704918033,20.2622950819672,20.172131147541
AB de Villiers,653,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M.Chinnaswamy Stadium,1,63,4,5,1,0,0,34,185.294117647059,9.5,0,0,0,0,0,8,0,0,44,6,50,0,50,14.1875,51,24.3606557377049,29.5040650406504,127.717464773532,21.3505154639175,44,17.7886178861789,20.5040650406504,20.2845528455285
AB de Villiers,656,Wicketkeeper batsman,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,1,17,1,1,0,0,0,17,100,8.5,1,0,0,0,0,0,0,0,11,0,11,0,11,11,37.6666666666667,24.1451612903226,29.4032258064516,127.49393683181,21.2448979591837,10,17.7258064516129,20.4274193548387,20.258064516129
AB de Villiers,664,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,59,2,5,1,0,0,38,155.263157894737,9,0,0,0,0,0,8,0,0,46,4,50,0,50,24.8823529411765,53.5,17.2380952380952,29.64,127.716090600314,21.5353535353535,32,17.84,20.664,20.4
AB de Villiers,667,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,75,4,6,1,0,0,51,147.058823529412,9,0,0,0,0,0,8,0,0,53,2,55,0,55,21.4736842105263,20.2857142857143,24.6349206349206,30,127.869604353719,21.87,48,18.0793650793651,20.9365079365079,20.6428571428571
AB de Villiers,672,Wicketkeeper batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,1,44,5,1,0,0,0,23,191.304347826087,9.5,2,0,0,0,4,0,0,0,30,6,36,0,36,15.4705882352941,16.7142857142857,24.8125,30.1102362204724,128.369090522793,22.009900990099,34,18.2047244094488,21.0551181102362,20.6614173228346
AB de Villiers,677,Wicketkeeper batsman,Royal Challengers Bangalore,Kings XI Punjab,M.Chinnaswamy Stadium,2,57,4,2,1,0,0,40,142.5,9,0,0,0,0,0,8,0,0,47,2,49,0,49,26.2222222222222,40.5,17.734375,30.3203125,128.479488253084,22.2745098039216,32,18.3125,21.2734375,20.8125
AB de Villiers,680,Wicketkeeper batsman,Royal Challengers Bangalore,Rajasthan Royals,M.Chinnaswamy Stadium,2,20,1,1,0,0,0,18,111.111111111111,8.5,0,0,0,0,0,0,0,0,14,0,14,0,14,26.8666666666667,35.2,17.6769230769231,30.2403100775194,128.344849670588,22.1941747572816,10,18.2480620155039,21.2170542635659,20.7906976744186
AB de Villiers,683,Wicketkeeper batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2,1,0,0,0,0,0,2,50,8,1,0,0,0,0,0,0,0,1,0,1,0,1,20.45,17.875,17.4242424242424,30.0153846153846,127.742196980814,21.9903846153846,0,18.1076923076923,21.0615384615385,20.6461538461538
AB de Villiers,688,Wicketkeeper batsman,Royal Challengers Bangalore,Delhi Daredevils,M.Chinnaswamy Stadium,2,90,5,10,1,0,0,40,225,9.5,1,0,0,0,0,8,0,0,53,6,59,0,59,30.25,39.1666666666667,18.044776119403,30.4732824427481,128.48462295806,22.3428571428571,70,18.5038167938931,21.3511450381679,20.793893129771
